time,load_N,cmod_mm
6.191999912261962891e-01,6.474282989501953125e+02,1.902816623041871935e-01
6.193000078201293945e-01,6.472113494873046875e+02,1.903150216967333108e-01
6.194000244140625000e-01,6.469945220947265625e+02,1.903483661299105734e-01
6.194999814033508301e-01,6.467778472900390625e+02,1.903817254060413688e-01
6.195999979972839355e-01,6.465612945556640625e+02,1.904150697228033096e-01
6.197000145912170410e-01,6.463448181152343750e+02,1.904484140104614198e-01
6.197999715805053711e-01,6.461285247802734375e+02,1.904817731410730630e-01
6.198999881744384766e-01,6.459123077392578125e+02,1.905151173414196819e-01
6.200000047683715820e-01,6.456962127685546875e+02,1.905484614835586399e-01
6.201000213623046875e-01,6.454802398681640625e+02,1.905818055674899369e-01
6.201999783515930176e-01,6.452643890380859375e+02,1.906151495932135731e-01
6.202999949455261230e-01,6.450486755371093750e+02,1.906484935898333788e-01
6.204000115394592285e-01,6.448330841064453125e+02,1.906818375282455236e-01
6.205000281333923340e-01,6.446176147460937500e+02,1.907151665363926440e-01
6.205999851226806641e-01,6.444022827148437500e+02,1.907485103583894670e-01
6.207000017166137695e-01,6.441870422363281250e+02,1.907818541512824595e-01
6.208000183105468750e-01,6.439719390869140625e+02,1.908151830139104277e-01
6.208999752998352051e-01,6.437569427490234375e+02,1.908485266903880984e-01
6.209999918937683105e-01,6.435420837402343750e+02,1.908818554657045752e-01
6.211000084877014160e-01,6.433273315429687500e+02,1.909151990548707545e-01
6.212000250816345215e-01,6.431127166748046875e+02,1.909485277137719095e-01
6.212999820709228516e-01,6.428982238769531250e+02,1.909818712156265974e-01
6.213999986648559570e-01,6.426838684082031250e+02,1.910151997581124306e-01
6.215000152587890625e-01,6.424695892333984375e+02,1.910485282714944333e-01
6.215999722480773926e-01,6.422554321289062500e+02,1.910818567266687751e-01
6.216999888420104980e-01,6.420414276123046875e+02,1.911151851527392864e-01
6.218000054359436035e-01,6.418275299072265625e+02,1.911485134914983064e-01
6.219000220298767090e-01,6.416137695312500000e+02,1.911818418011534959e-01
6.219999790191650391e-01,6.414001159667968750e+02,1.912151700817048550e-01
6.220999956130981445e-01,6.411865997314453125e+02,1.912484983040485531e-01
6.222000122070312500e-01,6.409732055664062500e+02,1.912818264681845903e-01
6.223000288009643555e-01,6.407598876953125000e+02,1.913151545741129667e-01
6.223999857902526855e-01,6.405467224121093750e+02,1.913484677497763187e-01
6.225000023841857910e-01,6.403336639404296875e+02,1.913817957683932036e-01
6.226000189781188965e-01,6.401207275390625000e+02,1.914151237579062581e-01
6.226999759674072266e-01,6.399079437255859375e+02,1.914484367880504578e-01
6.227999925613403320e-01,6.396952819824218750e+02,1.914817646611481905e-01
6.229000091552734375e-01,6.394826965332031250e+02,1.915150776039808989e-01
6.230000257492065430e-01,6.392702178955078125e+02,1.915483904886059463e-01
6.230999827384948730e-01,6.390578918457031250e+02,1.915817182161845267e-01
6.231999993324279785e-01,6.388456878662109375e+02,1.916150310134980828e-01
6.233000159263610840e-01,6.386336364746093750e+02,1.916483437526039779e-01
6.233999729156494141e-01,6.384216613769531250e+02,1.916816564335022122e-01
6.234999895095825195e-01,6.382097930908203125e+02,1.917149690852966160e-01
6.236000061035156250e-01,6.379980773925781250e+02,1.917482816788833588e-01
6.237000226974487305e-01,6.377864532470703125e+02,1.917815942433662713e-01
6.237999796867370605e-01,6.375749816894531250e+02,1.918149067496415228e-01
6.238999962806701660e-01,6.373636169433593750e+02,1.918482191977091134e-01
6.240000128746032715e-01,6.371523284912109375e+02,1.918815315875690430e-01
6.241000294685363770e-01,6.369412231445312500e+02,1.919148290471639484e-01
6.241999864578247070e-01,6.367302093505859375e+02,1.919481413788162172e-01
6.243000030517578125e-01,6.365193023681640625e+02,1.919814536522608250e-01
6.244000196456909180e-01,6.363085479736328125e+02,1.920147509663365781e-01
6.244999766349792480e-01,6.360978698730468750e+02,1.920480631233658642e-01
6.245999932289123535e-01,6.358873138427734375e+02,1.920813603501301259e-01
6.247000098228454590e-01,6.356769104003906250e+02,1.921146575186867267e-01
6.248000264167785645e-01,6.354666137695312500e+02,1.921479695593006909e-01
6.248999834060668945e-01,6.352564392089843750e+02,1.921812666405458003e-01
6.250000000000000000e-01,6.350463714599609375e+02,1.922145636635832489e-01
6.251000165939331055e-01,6.348363800048828125e+02,1.922478606575168669e-01
6.251999735832214355e-01,6.346265869140625000e+02,1.922811575932428241e-01
6.252999901771545410e-01,6.344169006347656250e+02,1.923144544707611203e-01
6.254000067710876465e-01,6.342072906494140625e+02,1.923477513191755861e-01
6.255000233650207520e-01,6.339978027343750000e+02,1.923810481384862214e-01
6.255999803543090820e-01,6.337884521484375000e+02,1.924143448704853654e-01
6.256999969482421875e-01,6.335792236328125000e+02,1.924476415733806789e-01
6.258000135421752930e-01,6.333701171875000000e+02,1.924809382471721619e-01
6.258999705314636230e-01,6.331610870361328125e+02,1.925142199324909598e-01
6.259999871253967285e-01,6.329521942138671875e+02,1.925475165189709514e-01
6.261000037193298340e-01,6.327434234619140625e+02,1.925808130181394517e-01
6.262000203132629395e-01,6.325348052978515625e+02,1.926140945870429277e-01
6.262999773025512695e-01,6.323262634277343750e+02,1.926473761268425733e-01
6.263999938964843750e-01,6.321178436279296875e+02,1.926806724804919213e-01
6.265000104904174805e-01,6.319095306396484375e+02,1.927139539329800755e-01
6.266000270843505859e-01,6.317013244628906250e+02,1.927472352981567383e-01
6.266999840736389160e-01,6.314932861328125000e+02,1.927805315353907645e-01
6.268000006675720215e-01,6.312853393554687500e+02,1.928138128423597664e-01
6.269000172615051270e-01,6.310775146484375000e+02,1.928470940620172769e-01
6.269999742507934570e-01,6.308698120117187500e+02,1.928803752816747874e-01
6.270999908447265625e-01,6.306622161865234375e+02,1.929136564140208066e-01
6.272000074386596680e-01,6.304547119140625000e+02,1.929469375172629952e-01
6.273000240325927734e-01,6.302473449707031250e+02,1.929802185914013535e-01
6.273999810218811035e-01,6.300400848388671875e+02,1.930134995782282203e-01
6.274999976158142090e-01,6.298329772949218750e+02,1.930467656638938934e-01
6.276000142097473145e-01,6.296259613037109375e+02,1.930800465634092689e-01
6.276999711990356445e-01,6.294190521240234375e+02,1.931133274338208139e-01
6.277999877929687500e-01,6.292122650146484375e+02,1.931465933739673346e-01
6.279000043869018555e-01,6.290055694580078125e+02,1.931798741279635578e-01
6.280000209808349609e-01,6.287990417480468750e+02,1.932131399807985872e-01
6.280999779701232910e-01,6.285926208496093750e+02,1.932464206474833190e-01
6.281999945640563965e-01,6.283862762451171875e+02,1.932796864130068570e-01
6.283000111579895020e-01,6.281800537109375000e+02,1.933129520912189037e-01
6.284000277519226074e-01,6.279739685058593750e+02,1.933462326414883137e-01
6.284999847412109375e-01,6.277680053710937500e+02,1.933794982323888689e-01
6.286000013351440430e-01,6.275621490478515625e+02,1.934127637941855937e-01
6.287000179290771484e-01,6.273564147949218750e+02,1.934460292977746576e-01
6.287999749183654785e-01,6.271507568359375000e+02,1.934792947722598910e-01
6.288999915122985840e-01,6.269452667236328125e+02,1.935125601885374635e-01
6.290000081062316895e-01,6.267398376464843750e+02,1.935458255466073751e-01
6.291000247001647949e-01,6.265345764160156250e+02,1.935790908755734563e-01
6.291999816894531250e-01,6.263294067382812500e+02,1.936123561754357070e-01
6.292999982833862305e-01,6.261243438720703125e+02,1.936456213879864663e-01
6.294000148773193359e-01,6.259194335937500000e+02,1.936788716993760318e-01
6.294999718666076660e-01,6.257145690917968750e+02,1.937121368246152997e-01
6.295999884605407715e-01,6.255098724365234375e+02,1.937453870195895433e-01
6.297000050544738770e-01,6.253052978515625000e+02,1.937786520866211504e-01
6.298000216484069824e-01,6.251007995605468750e+02,1.938119021942839026e-01
6.298999786376953125e-01,6.248964233398437500e+02,1.938451671449001878e-01
6.299999952316284180e-01,6.246921844482421875e+02,1.938784171652514488e-01
6.301000118255615234e-01,6.244880371093750000e+02,1.939116671273950487e-01
6.302000284194946289e-01,6.242840118408203125e+02,1.939449319615960121e-01
6.302999854087829590e-01,6.240801239013671875e+02,1.939781818364281207e-01
6.304000020027160645e-01,6.238762969970703125e+02,1.940114316530525684e-01
6.305000185966491699e-01,6.236726226806640625e+02,1.940446814405731857e-01
6.305999755859375000e-01,6.234690399169921875e+02,1.940779311989899725e-01
6.306999921798706055e-01,6.232655944824218750e+02,1.941111808991990983e-01
6.308000087738037109e-01,6.230622558593750000e+02,1.941444305412005633e-01
6.309000253677368164e-01,6.228590240478515625e+02,1.941776801395462826e-01
6.309999823570251465e-01,6.226559143066406250e+02,1.942109297087881714e-01
6.310999989509582520e-01,6.224529266357421875e+02,1.942441643186612055e-01
6.312000155448913574e-01,6.222500305175781250e+02,1.942774137860396877e-01
6.312999725341796875e-01,6.220472717285156250e+02,1.943106632097624242e-01
6.313999891281127930e-01,6.218445739746093750e+02,1.943438976886682212e-01
6.315000057220458984e-01,6.216420288085937500e+02,1.943771470250794664e-01
6.316000223159790039e-01,6.214396209716796875e+02,1.944103814166737720e-01
6.316999793052673340e-01,6.212372894287109375e+02,1.944436306657735258e-01
6.317999958992004395e-01,6.210350494384765625e+02,1.944768649555044249e-01
6.319000124931335449e-01,6.208329620361328125e+02,1.945100992161314934e-01
6.320000290870666504e-01,6.206309967041015625e+02,1.945433334185509011e-01
6.320999860763549805e-01,6.204291229248046875e+02,1.945765824930276722e-01
6.322000026702880859e-01,6.202273254394531250e+02,1.946098166081355885e-01
6.323000192642211914e-01,6.200257110595703125e+02,1.946430506795877591e-01
6.323999762535095215e-01,6.198241729736328125e+02,1.946762847219360992e-01
6.324999928474426270e-01,6.196227111816406250e+02,1.947095187060767785e-01
6.326000094413757324e-01,6.194214324951171875e+02,1.947427526465617120e-01
6.327000260353088379e-01,6.192202148437500000e+02,1.947759716422297060e-01
6.327999830245971680e-01,6.190191345214843750e+02,1.948092054954031482e-01
6.328999996185302734e-01,6.188181457519531250e+02,1.948424393049208447e-01
6.330000162124633789e-01,6.186173095703125000e+02,1.948756730562308803e-01
6.330999732017517090e-01,6.184165496826171875e+02,1.949088918772758916e-01
6.331999897956848145e-01,6.182159118652343750e+02,1.949421255558263510e-01
6.333000063896179199e-01,6.180153808593750000e+02,1.949753442750079557e-01
6.334000229835510254e-01,6.178149871826171875e+02,1.950085778662469238e-01
6.334999799728393555e-01,6.176146392822265625e+02,1.950417964981170371e-01
6.335999965667724609e-01,6.174144744873046875e+02,1.950750151008833200e-01
6.337000131607055664e-01,6.172143859863281250e+02,1.951082485466031358e-01
6.338000297546386719e-01,6.170143737792968750e+02,1.951414670620579273e-01
6.338999867439270020e-01,6.168145446777343750e+02,1.951746855193050578e-01
6.340000033378601074e-01,6.166147766113281250e+02,1.952079039328964427e-01
6.341000199317932129e-01,6.164151458740234375e+02,1.952411223173839971e-01
6.341999769210815430e-01,6.162156066894531250e+02,1.952743406436638907e-01
6.342999935150146484e-01,6.160161895751953125e+02,1.953075589262880385e-01
6.344000101089477539e-01,6.158169097900390625e+02,1.953407771652564406e-01
6.345000267028808594e-01,6.156177062988281250e+02,1.953739953605690971e-01
6.345999836921691895e-01,6.154186096191406250e+02,1.954072135122260079e-01
6.347000002861022949e-01,6.152196350097656250e+02,1.954404316347790882e-01
6.348000168800354004e-01,6.150207366943359375e+02,1.954736347979633138e-01
6.348999738693237305e-01,6.148220214843750000e+02,1.955068528186529875e-01
6.349999904632568359e-01,6.146233673095703125e+02,1.955400558945257217e-01
6.351000070571899414e-01,6.144248352050781250e+02,1.955732738279039040e-01
6.352000236511230469e-01,6.142264099121093750e+02,1.956064768164651468e-01
6.352999806404113770e-01,6.140280914306640625e+02,1.956396946625318378e-01
6.353999972343444824e-01,6.138298950195312500e+02,1.956728975637815893e-01
6.355000138282775879e-01,6.136317749023437500e+02,1.957061004213755950e-01
6.355999708175659180e-01,6.134338226318359375e+02,1.957393181364750490e-01
6.356999874114990234e-01,6.132359466552734375e+02,1.957725209067575634e-01
6.358000040054321289e-01,6.130381622314453125e+02,1.958057236333843321e-01
6.359000205993652344e-01,6.128404998779296875e+02,1.958389263163553551e-01
6.359999775886535645e-01,6.126429595947265625e+02,1.958721289556706324e-01
6.360999941825866699e-01,6.124455261230468750e+02,1.959053315513301641e-01
6.362000107765197754e-01,6.122481842041015625e+02,1.959385341033339500e-01
6.363000273704528809e-01,6.120509948730468750e+02,1.959717366116819903e-01
6.363999843597412109e-01,6.118538665771484375e+02,1.960049241752130911e-01
6.365000009536743164e-01,6.116568450927734375e+02,1.960381265962496400e-01
6.366000175476074219e-01,6.114599761962890625e+02,1.960713289736304432e-01
6.366999745368957520e-01,6.112631988525390625e+02,1.961045164061943069e-01
6.367999911308288574e-01,6.110665130615234375e+02,1.961377186962636188e-01
6.369000077247619629e-01,6.108699645996093750e+02,1.961709209426771849e-01
6.370000243186950684e-01,6.106734924316406250e+02,1.962041082588257268e-01
6.370999813079833984e-01,6.104771575927734375e+02,1.962372955167666078e-01
6.371999979019165039e-01,6.102809143066406250e+02,1.962704976322129369e-01
6.373000144958496094e-01,6.100847625732421875e+02,1.963036848028423265e-01
6.373999714851379395e-01,6.098887329101562500e+02,1.963368719443678856e-01
6.374999880790710449e-01,6.096928100585937500e+02,1.963700590276857838e-01
6.376000046730041504e-01,6.094970245361328125e+02,1.964032609685091302e-01
6.377000212669372559e-01,6.093013305664062500e+02,1.964364479790674523e-01
6.377999782562255859e-01,6.091057586669921875e+02,1.964696349314181134e-01
6.378999948501586914e-01,6.089102783203125000e+02,1.965028218546649441e-01
6.380000114440917969e-01,6.087148742675781250e+02,1.965360087197041139e-01
6.381000280380249023e-01,6.085196380615234375e+02,1.965691806544782594e-01
6.381999850273132324e-01,6.083244476318359375e+02,1.966023674467578530e-01
6.383000016212463379e-01,6.081293945312500000e+02,1.966355541808297858e-01
6.384000182151794434e-01,6.079344635009765625e+02,1.966687408857978880e-01
6.384999752044677734e-01,6.077396392822265625e+02,1.967019126459490508e-01
6.385999917984008789e-01,6.075448760986328125e+02,1.967350992636056617e-01
6.387000083923339844e-01,6.073502349853515625e+02,1.967682709364453331e-01
6.388000249862670898e-01,6.071557617187500000e+02,1.968014574667904526e-01
6.388999819755554199e-01,6.069613494873046875e+02,1.968346290523186326e-01
6.389999985694885254e-01,6.067670288085937500e+02,1.968678154953522608e-01
6.391000151634216309e-01,6.065728607177734375e+02,1.969009869935689494e-01
6.391999721527099609e-01,6.063787536621093750e+02,1.969341584626818076e-01
6.392999887466430664e-01,6.061847686767578125e+02,1.969673298735870048e-01
6.394000053405761719e-01,6.059909210205078125e+02,1.970005161565495655e-01
6.395000219345092773e-01,6.057971496582031250e+02,1.970336874801432714e-01
6.395999789237976074e-01,6.056034545898437500e+02,1.970668587746331468e-01
6.396999955177307129e-01,6.054099121093750000e+02,1.971000300254672766e-01
6.398000121116638184e-01,6.052164916992187500e+02,1.971332012180937454e-01
6.399000287055969238e-01,6.050231170654296875e+02,1.971663723816163838e-01
6.399999856948852539e-01,6.048298950195312500e+02,1.971995286003220826e-01
6.401000022888183594e-01,6.046367797851562500e+02,1.972326996910851449e-01
6.402000188827514648e-01,6.044437408447265625e+02,1.972658707236405462e-01
6.402999758720397949e-01,6.042508392333984375e+02,1.972990417125402018e-01
6.403999924659729004e-01,6.040580444335937500e+02,1.973321977566229180e-01
6.405000090599060059e-01,6.038653259277343750e+02,1.973653686727629974e-01
6.406000256538391113e-01,6.036727142333984375e+02,1.973985246440861374e-01
6.406999826431274414e-01,6.034802093505859375e+02,1.974316954583628103e-01
6.407999992370605469e-01,6.032878570556640625e+02,1.974648513423744589e-01
6.409000158309936523e-01,6.030955657958984375e+02,1.974980071827303618e-01
6.409999728202819824e-01,6.029033813476562500e+02,1.975311778805917129e-01
6.410999894142150879e-01,6.027113189697265625e+02,1.975643336336361244e-01
6.412000060081481934e-01,6.025193328857421875e+02,1.975974893430247903e-01
6.413000226020812988e-01,6.023275146484375000e+02,1.976306450233096257e-01
6.413999795913696289e-01,6.021357269287109375e+02,1.976638006453868002e-01
6.414999961853027344e-01,6.019440917968750000e+02,1.976969562383601442e-01
6.416000127792358398e-01,6.017525634765625000e+02,1.977301117876777425e-01
6.417000293731689453e-01,6.015611114501953125e+02,1.977632672933395952e-01
6.417999863624572754e-01,6.013697662353515625e+02,1.977964227553457022e-01
6.419000029563903809e-01,6.011785583496093750e+02,1.978295781736960635e-01
6.420000195503234863e-01,6.009874267578125000e+02,1.978627335483906791e-01
6.420999765396118164e-01,6.007964172363281250e+02,1.978958739928202704e-01
6.421999931335449219e-01,6.006054687500000000e+02,1.979290292802033946e-01
6.423000097274780273e-01,6.004146575927734375e+02,1.979621696373214945e-01
6.424000263214111328e-01,6.002239685058593750e+02,1.979953248519450426e-01
6.424999833106994629e-01,6.000333709716796875e+02,1.980284651217516512e-01
6.425999999046325684e-01,5.998428497314453125e+02,1.980616202490637079e-01
6.427000164985656738e-01,5.996524810791015625e+02,1.980947604315588251e-01
6.427999734878540039e-01,5.994621734619140625e+02,1.981279154861113057e-01
6.428999900817871094e-01,5.992720184326171875e+02,1.981610555812949315e-01
6.430000066757202148e-01,5.990819244384765625e+02,1.981941956473747268e-01
6.431000232696533203e-01,5.988919219970703125e+02,1.982273356697987765e-01
6.431999802589416504e-01,5.987020721435546875e+02,1.982604756485670805e-01
6.432999968528747559e-01,5.985122833251953125e+02,1.982936155836796388e-01
6.434000134468078613e-01,5.983226165771484375e+02,1.983267554896883667e-01
6.434999704360961914e-01,5.981330718994140625e+02,1.983598953374894336e-01
6.435999870300292969e-01,5.979435882568359375e+02,1.983930351561866701e-01
6.437000036239624023e-01,5.977542266845703125e+02,1.984261749312281609e-01
6.438000202178955078e-01,5.975649871826171875e+02,1.984593146626139060e-01
6.438999772071838379e-01,5.973758697509765625e+02,1.984924543503439054e-01
6.439999938011169434e-01,5.971867828369140625e+02,1.985255791078088805e-01
6.441000103950500488e-01,5.969978790283203125e+02,1.985587187082273886e-01
6.442000269889831543e-01,5.968090057373046875e+02,1.985918433783808723e-01
6.442999839782714844e-01,5.966202850341796875e+02,1.986249829060398042e-01
6.444000005722045898e-01,5.964316558837890625e+02,1.986581074888817966e-01
6.445000171661376953e-01,5.962431182861328125e+02,1.986912469292292371e-01
6.445999741554260254e-01,5.960546722412109375e+02,1.987243714393116534e-01
6.446999907493591309e-01,5.958663787841796875e+02,1.987575108068995178e-01
6.448000073432922363e-01,5.956781463623046875e+02,1.987906352296704426e-01
6.449000239372253418e-01,5.954900207519531250e+02,1.988237596087856218e-01
6.449999809265136719e-01,5.953020172119140625e+02,1.988568839442450553e-01
6.450999975204467773e-01,5.951141052246093750e+02,1.988900082506006584e-01
6.452000141143798828e-01,5.949263000488281250e+02,1.989231324987486005e-01
6.452999711036682129e-01,5.947386016845703125e+02,1.989562567177927122e-01
6.453999876976013184e-01,5.945509796142578125e+02,1.989893808931810781e-01
6.455000042915344238e-01,5.943634643554687500e+02,1.990225050394656137e-01
6.456000208854675293e-01,5.941760559082031250e+02,1.990556291275424883e-01
6.456999778747558594e-01,5.939887542724609375e+02,1.990887531865155324e-01
6.457999944686889648e-01,5.938015594482421875e+02,1.991218623006716371e-01
6.459000110626220703e-01,5.936144714355468750e+02,1.991549862723331898e-01
6.460000276565551758e-01,5.934274597167968750e+02,1.991881102003389969e-01
6.460999846458435059e-01,5.932405700683593750e+02,1.992212191980797797e-01
6.462000012397766113e-01,5.930538024902343750e+02,1.992543430533260107e-01
6.463000178337097168e-01,5.928670959472656250e+02,1.992874519637553021e-01
6.463999748229980469e-01,5.926805114746093750e+02,1.993205757316900417e-01
6.464999914169311523e-01,5.924940185546875000e+02,1.993536845693597570e-01
6.466000080108642578e-01,5.923076019287109375e+02,1.993867933633737266e-01
6.467000246047973633e-01,5.921213684082031250e+02,1.994199170148931444e-01
6.467999815940856934e-01,5.919351348876953125e+02,1.994530257215956226e-01
6.468999981880187988e-01,5.917490692138671875e+02,1.994861343846423551e-01
6.470000147819519043e-01,5.915631103515625000e+02,1.995192430185852572e-01
6.470999717712402344e-01,5.913771820068359375e+02,1.995523516088724136e-01
6.471999883651733398e-01,5.911914367675781250e+02,1.995854601555038244e-01
6.473000049591064453e-01,5.910057678222656250e+02,1.996185686584794894e-01
6.474000215530395508e-01,5.908201599121093750e+02,1.996516771323513240e-01
6.474999785423278809e-01,5.906347045898437500e+02,1.996847855625674129e-01
6.475999951362609863e-01,5.904493103027343750e+02,1.997178939491277561e-01
6.477000117301940918e-01,5.902640228271484375e+02,1.997509874054230750e-01
6.478000283241271973e-01,5.900788421630859375e+02,1.997840957046719268e-01
6.478999853134155273e-01,5.898937988281250000e+02,1.998172039748169482e-01
6.480000019073486328e-01,5.897088317871093750e+02,1.998502973001450300e-01
6.481000185012817383e-01,5.895239257812500000e+02,1.998834054975304753e-01
6.481999754905700684e-01,5.893391418457031250e+02,1.999164987355470657e-01
6.482999920845031738e-01,5.891544799804687500e+02,1.999496068456210196e-01
6.484000086784362793e-01,5.889699096679687500e+02,1.999827000254299492e-01
6.485000252723693848e-01,5.887854309082031250e+02,2.000157931470312178e-01
6.485999822616577148e-01,5.886010589599609375e+02,2.000488862395286560e-01
6.486999988555908203e-01,5.884167633056640625e+02,2.000819941895315424e-01
6.488000154495239258e-01,5.882325897216796875e+02,2.001150871947174892e-01
6.488999724388122559e-01,5.880485076904296875e+02,2.001481801707996055e-01
6.489999890327453613e-01,5.878645477294921875e+02,2.001812731032259762e-01
6.491000056266784668e-01,5.876806640625000000e+02,2.002143659919966012e-01
6.492000222206115723e-01,5.874968719482421875e+02,2.002474588371114805e-01
6.492999792098999023e-01,5.873132171630859375e+02,2.002805516531225294e-01
6.493999958038330078e-01,5.871296234130859375e+02,2.003136444254778326e-01
6.495000123977661133e-01,5.869461364746093750e+02,2.003467371687293053e-01
6.496000289916992188e-01,5.867627716064453125e+02,2.003798149526119232e-01
6.496999859809875488e-01,5.865794830322265625e+02,2.004129076085519046e-01
6.498000025749206543e-01,5.863962860107421875e+02,2.004460002208361402e-01
6.499000191688537598e-01,5.862131958007812500e+02,2.004790779028553516e-01
6.499999761581420898e-01,5.860302276611328125e+02,2.005121704423800111e-01
6.500999927520751953e-01,5.858473358154296875e+02,2.005452480370877311e-01
6.502000093460083008e-01,5.856645355224609375e+02,2.005783404893008992e-01
6.503000259399414062e-01,5.854818725585937500e+02,2.006114180112490430e-01
6.503999829292297363e-01,5.852992553710937500e+02,2.006444954895414412e-01
6.504999995231628418e-01,5.851167755126953125e+02,2.006775878253392875e-01
6.506000161170959473e-01,5.849343566894531250e+02,2.007106652308721095e-01
6.506999731063842773e-01,5.847520904541015625e+02,2.007437425927491859e-01
6.507999897003173828e-01,5.845698852539062500e+02,2.007768199109705165e-01
6.509000062942504883e-01,5.843877868652343750e+02,2.008098971855361015e-01
6.510000228881835938e-01,5.842057952880859375e+02,2.008429744309978560e-01
6.510999798774719238e-01,5.840238647460937500e+02,2.008760516473557800e-01
6.511999964714050293e-01,5.838420867919921875e+02,2.009091288055060431e-01
6.513000130653381348e-01,5.836603698730468750e+02,2.009422059345524758e-01
6.514000296592712402e-01,5.834787597656250000e+02,2.009752830199431628e-01
6.514999866485595703e-01,5.832972412109375000e+02,2.010083600762300193e-01
6.516000032424926758e-01,5.831158447265625000e+02,2.010414221731480211e-01
6.517000198364257812e-01,5.829345397949218750e+02,2.010744991566753015e-01
6.517999768257141113e-01,5.827533111572265625e+02,2.011075760819949210e-01
6.518999934196472168e-01,5.825721588134765625e+02,2.011406380770495161e-01
6.520000100135803223e-01,5.823911590576171875e+02,2.011737149296095595e-01
6.521000266075134277e-01,5.822102050781250000e+02,2.012067768519045785e-01
6.521999835968017578e-01,5.820293884277343750e+02,2.012398536317050457e-01
6.523000001907348633e-01,5.818486480712890625e+02,2.012729154666885734e-01
6.524000167846679688e-01,5.816680145263671875e+02,2.013059772580163553e-01
6.524999737739562988e-01,5.814875030517578125e+02,2.013390539214015007e-01
6.525999903678894043e-01,5.813070373535156250e+02,2.013721156545216218e-01
6.527000069618225098e-01,5.811267089843750000e+02,2.014051773294340819e-01
6.528000235557556152e-01,5.809464416503906250e+02,2.014382389752427116e-01
6.528999805450439453e-01,5.807662963867187500e+02,2.014713005919475108e-01
6.529999971389770508e-01,5.805862426757812500e+02,2.015043621504446492e-01
6.531000137329101562e-01,5.804062805175781250e+02,2.015374236798379570e-01
6.531999707221984863e-01,5.802264404296875000e+02,2.015704851801274344e-01
6.532999873161315918e-01,5.800466613769531250e+02,2.016035466367611662e-01
6.534000039100646973e-01,5.798669891357421875e+02,2.016366080497391522e-01
6.535000205039978027e-01,5.796874084472656250e+02,2.016696545179001987e-01
6.535999774932861328e-01,5.795079498291015625e+02,2.017027158581186086e-01
6.536999940872192383e-01,5.793282928466796875e+02,2.017357623408315703e-01
6.538000106811523438e-01,5.791483917236328125e+02,2.017688088963041082e-01
6.539000272750854492e-01,5.789686584472656250e+02,2.018018255912465975e-01
6.539999842643737793e-01,5.787891235351562500e+02,2.018348422134295106e-01
6.541000008583068848e-01,5.786098632812500000e+02,2.018678438471397385e-01
6.542000174522399902e-01,5.784307556152343750e+02,2.019008454226423055e-01
6.542999744415283203e-01,5.782518615722656250e+02,2.019338469253852963e-01
6.543999910354614258e-01,5.780730895996093750e+02,2.019668483844725415e-01
6.545000076293945312e-01,5.778944549560546875e+02,2.019998497999040410e-01
6.546000242233276367e-01,5.777159729003906250e+02,2.020328362559666857e-01
6.546999812126159668e-01,5.775375671386718750e+02,2.020658226683735847e-01
6.547999978065490723e-01,5.773592987060546875e+02,2.020988239528378472e-01
6.549000144004821777e-01,5.771811218261718750e+02,2.021318102779332548e-01
6.549999713897705078e-01,5.770030212402343750e+02,2.021647965884767473e-01
6.550999879837036133e-01,5.768250427246093750e+02,2.021977828408125788e-01
6.552000045776367188e-01,5.766471557617187500e+02,2.022307690640445799e-01
6.553000211715698242e-01,5.764693756103515625e+02,2.022637552436208352e-01
6.553999781608581543e-01,5.762916717529296875e+02,2.022967413795413449e-01
6.554999947547912598e-01,5.761140899658203125e+02,2.023297274863580242e-01
6.556000113487243652e-01,5.759365539550781250e+02,2.023626986629096791e-01
6.557000279426574707e-01,5.757591552734375000e+02,2.023956846969667822e-01
6.557999849319458008e-01,5.755818481445312500e+02,2.024286706873681396e-01
6.559000015258789062e-01,5.754046020507812500e+02,2.024616417475044727e-01
6.560000181198120117e-01,5.752274475097656250e+02,2.024946276651462540e-01
6.560999751091003418e-01,5.750503997802734375e+02,2.025276135536842048e-01
6.561999917030334473e-01,5.748734588623046875e+02,2.025605844974052161e-01
6.563000082969665527e-01,5.746966094970703125e+02,2.025935554120223969e-01
6.564000248908996582e-01,5.745198211669921875e+02,2.026265411841450259e-01
6.564999818801879883e-01,5.743431701660156250e+02,2.026595120114507154e-01
6.565999984741210938e-01,5.741665954589843750e+02,2.026924828096525744e-01
6.567000150680541992e-01,5.739900970458984375e+02,2.027254684799117967e-01
6.567999720573425293e-01,5.738137054443359375e+02,2.027584392053540796e-01
6.568999886512756348e-01,5.736374206542968750e+02,2.027914098871406168e-01
6.570000052452087402e-01,5.734614410400390625e+02,2.028243803797522560e-01
6.571000218391418457e-01,5.732856445312500000e+02,2.028573507996043190e-01
6.571999788284301758e-01,5.731099548339843750e+02,2.028903211758006364e-01
6.572999954223632812e-01,5.729343719482421875e+02,2.029232766071800143e-01
6.574000120162963867e-01,5.727588653564453125e+02,2.029562469106167555e-01
6.575000286102294922e-01,5.725834350585937500e+02,2.029892171703977510e-01
6.575999855995178223e-01,5.724081420898437500e+02,2.030221874010749161e-01
6.577000021934509277e-01,5.722328948974609375e+02,2.030551426869351417e-01
6.578000187873840332e-01,5.720577545166015625e+02,2.030881128448527306e-01
6.578999757766723633e-01,5.718826904296875000e+02,2.031210680579533800e-01
