time,load_N,cmod_mm
2.948000133037567139e-01,2.417869628906250000e+03,7.641959097236394882e-02
2.949000000953674316e-01,2.416772003173828125e+03,7.645686389878392220e-02
2.949999868869781494e-01,2.415675598144531250e+03,7.649412122555077076e-02
2.951000034809112549e-01,2.414580291748046875e+03,7.653137797024101019e-02
2.951999902725219727e-01,2.413486236572265625e+03,7.656861923169344664e-02
2.953000068664550781e-01,2.412393341064453125e+03,7.660586736164987087e-02
2.953999936580657959e-01,2.411301605224609375e+03,7.664310000836849213e-02
2.955000102519989014e-01,2.410211090087890625e+03,7.668032450601458549e-02
2.955999970436096191e-01,2.409121276855468750e+03,7.671754877083003521e-02
2.957000136375427246e-01,2.408030548095703125e+03,7.675478805322200060e-02
2.958000004291534424e-01,2.406937408447265625e+03,7.679205061867833138e-02
2.958999872207641602e-01,2.405841857910156250e+03,7.682932901661843061e-02
2.960000038146972656e-01,2.404744079589843750e+03,7.686662301421165466e-02
2.960999906063079834e-01,2.403644683837890625e+03,7.690392492804676294e-02
2.962000072002410889e-01,2.402543304443359375e+03,7.694124977570027113e-02
2.962999939918518066e-01,2.401438568115234375e+03,7.697860582266002893e-02
2.964000105857849121e-01,2.400329467773437500e+03,7.701599318534135818e-02
2.964999973773956299e-01,2.399216247558593750e+03,7.705341198015958071e-02
2.966000139713287354e-01,2.398099639892578125e+03,7.709085440728813410e-02
2.967000007629394531e-01,2.396980316162109375e+03,7.712831266690045595e-02
2.967999875545501709e-01,2.395858978271484375e+03,7.716577907558530569e-02
2.969000041484832764e-01,2.394736297607421875e+03,7.720326073467731476e-02
2.969999909400939941e-01,2.393612670898437500e+03,7.724074262659996748e-02
2.971000075340270996e-01,2.392488464355468750e+03,7.727823208551853895e-02
2.971999943256378174e-01,2.391364013671875000e+03,7.731572887860238552e-02
2.973000109195709229e-01,2.390239562988281250e+03,7.735321810469031334e-02
2.973999977111816406e-01,2.389115234375000000e+03,7.739070721436291933e-02
2.975000143051147461e-01,2.387991333007812500e+03,7.742819597478955984e-02
2.976000010967254639e-01,2.386867614746093750e+03,7.746569195296615362e-02
2.976999878883361816e-01,2.385743743896484375e+03,7.750318036414682865e-02
2.978000044822692871e-01,2.384619598388671875e+03,7.754067634232342243e-02
2.978999912738800049e-01,2.383495208740234375e+03,7.757817965466529131e-02
2.980000078678131104e-01,2.382370574951171875e+03,7.761569053400307894e-02
2.980999946594238281e-01,2.381245086669921875e+03,7.765320921316742897e-02
2.982000112533569336e-01,2.380118865966796875e+03,7.769073557574301958e-02
2.982999980449676514e-01,2.378991973876953125e+03,7.772826938889920712e-02
2.984000146389007568e-01,2.377864990234375000e+03,7.776580331847071648e-02
2.985000014305114746e-01,2.376738128662109375e+03,7.780334446579217911e-02
2.985999882221221924e-01,2.375611694335937500e+03,7.784087781328707933e-02
2.987000048160552979e-01,2.374485839843750000e+03,7.787841081153601408e-02
2.987999916076660156e-01,2.373360656738281250e+03,7.791593600995838642e-02
2.989000082015991211e-01,2.372236267089843750e+03,7.795346074271947145e-02
2.989999949932098389e-01,2.371112823486328125e+03,7.799097755923867226e-02
2.991000115871429443e-01,2.369990234375000000e+03,7.802849391009658575e-02
2.991999983787536621e-01,2.368868560791015625e+03,7.806600222829729319e-02
2.992999851703643799e-01,2.367747985839843750e+03,7.810350257204845548e-02
2.994000017642974854e-01,2.366628387451171875e+03,7.814100245013833046e-02
2.994999885559082031e-01,2.365509735107421875e+03,7.817849429557099938e-02
2.996000051498413086e-01,2.364392059326171875e+03,7.821598567534238100e-02
2.996999919414520264e-01,2.363275421142578125e+03,7.825346913887187839e-02
2.998000085353851318e-01,2.362159698486328125e+03,7.829095202032476664e-02
2.998999953269958496e-01,2.361045013427734375e+03,7.832841953495517373e-02
3.000000119209289551e-01,2.359931427001953125e+03,7.836589391808956861e-02
3.000999987125396729e-01,2.358818908691406250e+03,7.840335281798616052e-02
3.001999855041503906e-01,2.357707519531250000e+03,7.844081119401380420e-02
3.003000020980834961e-01,2.356597290039062500e+03,7.847826153738424182e-02
3.003999888896942139e-01,2.355488037109375000e+03,7.851570390630513430e-02
3.005000054836273193e-01,2.354379943847656250e+03,7.855313818436115980e-02
3.005999922752380371e-01,2.353272949218750000e+03,7.859057193854823709e-02
3.007000088691711426e-01,2.352167053222656250e+03,7.862799771828576922e-02
3.007999956607818604e-01,2.351062316894531250e+03,7.866541540715843439e-02
3.009000122547149658e-01,2.349958679199218750e+03,7.870282512158155441e-02
3.009999990463256836e-01,2.348856170654296875e+03,7.874023425392806530e-02
3.010999858379364014e-01,2.347754791259765625e+03,7.877763535361737013e-02
3.012000024318695068e-01,2.346654510498046875e+03,7.881502847885712981e-02
3.012999892234802246e-01,2.345555328369140625e+03,7.885241351323202252e-02
3.014000058174133301e-01,2.344457305908203125e+03,7.888979808194562793e-02
3.014999926090240479e-01,2.343360321044921875e+03,7.892716710921376944e-02
3.016000092029571533e-01,2.342264556884765625e+03,7.896453555440530181e-02
3.016999959945678711e-01,2.341169830322265625e+03,7.900190347572788596e-02
3.018000125885009766e-01,2.340076232910156250e+03,7.903925591381266713e-02
3.018999993801116943e-01,2.338983825683593750e+03,7.907660782802850008e-02
3.019999861717224121e-01,2.337892456054687500e+03,7.911395165137946606e-02
3.021000027656555176e-01,2.336802246093750000e+03,7.915128750028088689e-02
3.021999895572662354e-01,2.335713134765625000e+03,7.918861537473276258e-02
3.023000061511993408e-01,2.334625122070312500e+03,7.922594260890036821e-02
3.023999929428100586e-01,2.333538269042968750e+03,7.926326186861842871e-02
3.025000095367431641e-01,2.332452453613281250e+03,7.930057309567928314e-02
3.025999963283538818e-01,2.331367828369140625e+03,7.933788379887118936e-02
3.027000129222869873e-01,2.330284271240234375e+03,7.937517901882529259e-02
3.027999997138977051e-01,2.329201477050781250e+03,7.941248128190636635e-02
3.028999865055084229e-01,2.328119293212890625e+03,7.944978319574147463e-02
3.030000030994415283e-01,2.327037994384765625e+03,7.948707725154235959e-02
3.030999898910522461e-01,2.325957489013671875e+03,7.952437084168195724e-02
3.032000064849853516e-01,2.324877990722656250e+03,7.956165645737200975e-02
3.032999932765960693e-01,2.323799438476562500e+03,7.959893409861251712e-02
3.034000098705291748e-01,2.322721954345703125e+03,7.963620382361114025e-02
3.034999966621398926e-01,2.321645629882812500e+03,7.967347296653315425e-02
3.036000132560729980e-01,2.320570037841796875e+03,7.971074164379388094e-02
3.037000000476837158e-01,2.319495239257812500e+03,7.974800997180864215e-02
3.037999868392944336e-01,2.318421264648437500e+03,7.978527038358151913e-02
3.039000034332275391e-01,2.317348266601562500e+03,7.982252287911251187e-02
3.039999902248382568e-01,2.316276184082031250e+03,7.985977490898221731e-02
3.041000068187713623e-01,2.315205139160156250e+03,7.989701896440237761e-02
3.041999936103820801e-01,2.314135131835937500e+03,7.993425504537299275e-02
3.043000102043151855e-01,2.313066162109375000e+03,7.997149060247465968e-02
3.043999969959259033e-01,2.311998199462890625e+03,8.000872563570737839e-02
3.045000135898590088e-01,2.310931060791015625e+03,8.004594530211761594e-02
3.046000003814697266e-01,2.309865020751953125e+03,8.008317195344716311e-02
3.046999871730804443e-01,2.308799987792968750e+03,8.012038317974656820e-02
3.048000037670135498e-01,2.307735992431640625e+03,8.015759388217702508e-02
3.048999905586242676e-01,2.306673065185546875e+03,8.019479655195027590e-02
3.050000071525573730e-01,2.305611236572265625e+03,8.023199130548164248e-02
3.050999939441680908e-01,2.304550476074218750e+03,8.026918541872873902e-02
3.052000105381011963e-01,2.303490814208984375e+03,8.030637161573395133e-02
3.052999973297119141e-01,2.302432220458984375e+03,8.034354978008195758e-02
3.054000139236450195e-01,2.301374755859375000e+03,8.038072742056101561e-02
3.055000007152557373e-01,2.300318389892578125e+03,8.041788957780227065e-02
3.055999875068664551e-01,2.299263092041015625e+03,8.045505121117457747e-02
3.057000041007995605e-01,2.298208831787109375e+03,8.049220487009733915e-02
3.057999908924102783e-01,2.297155700683593750e+03,8.052935794694349170e-02
3.059000074863433838e-01,2.296103332519531250e+03,8.056650310754776001e-02
3.059999942779541016e-01,2.295051422119140625e+03,8.060365554410964251e-02
3.061000108718872070e-01,2.293999389648437500e+03,8.064081525662913918e-02
3.061999976634979248e-01,2.292947570800781250e+03,8.067797485273331404e-02
3.063000142574310303e-01,2.291896209716796875e+03,8.071512664901092649e-02
3.064000010490417480e-01,2.290845306396484375e+03,8.075227815425023437e-02
3.064999878406524658e-01,2.289795135498046875e+03,8.078942925203591585e-02
3.066000044345855713e-01,2.288745849609375000e+03,8.082657994236797094e-02
3.066999912261962891e-01,2.287697296142578125e+03,8.086371526587754488e-02
3.068000078201293945e-01,2.286649627685546875e+03,8.090085757430642843e-02
3.068999946117401123e-01,2.285602874755859375e+03,8.093798451591283083e-02
3.070000112056732178e-01,2.284556823730468750e+03,8.097511850064620376e-02
3.070999979972839355e-01,2.283511535644531250e+03,8.101224468555301428e-02
3.072000145912170410e-01,2.282466613769531250e+03,8.104937052121385932e-02
3.073000013828277588e-01,2.281422363281250000e+03,8.108650351641699672e-02
3.073999881744384766e-01,2.280378662109375000e+03,8.112362871179357171e-02
3.075000047683715820e-01,2.279335693359375000e+03,8.116074610734358430e-02
3.075999915599822998e-01,2.278293518066406250e+03,8.119786309543997049e-02
3.077000081539154053e-01,2.277252075195312500e+03,8.123497961787506938e-02
3.077999949455261230e-01,2.276211425781250000e+03,8.127209573285654187e-02
3.079000115394592285e-01,2.275171691894531250e+03,8.130919648101553321e-02
3.079999983310699463e-01,2.274132965087890625e+03,8.134629676351323724e-02
3.080999851226806641e-01,2.273095092773437500e+03,8.138339652214199305e-02
3.082000017166137695e-01,2.272058197021484375e+03,8.142048842273652554e-02
3.082999885082244873e-01,2.271022216796875000e+03,8.145757234888151288e-02
3.084000051021575928e-01,2.269987213134765625e+03,8.149465586757287383e-02
3.084999918937683105e-01,2.268953094482421875e+03,8.153173141181468964e-02
3.086000084877014160e-01,2.267920013427734375e+03,8.156880649039521813e-02
3.086999952793121338e-01,2.266887878417968750e+03,8.160586614394560456e-02
3.088000118732452393e-01,2.265856384277343750e+03,8.164293289883062243e-02
3.088999986648559570e-01,2.264824829101562500e+03,8.167999959550797939e-02
3.089999854564666748e-01,2.263792816162109375e+03,8.171707385918125510e-02
3.091000020503997803e-01,2.262760375976562500e+03,8.175414823926985264e-02
3.091999888420104980e-01,2.261727783203125000e+03,8.179123006993904710e-02
3.093000054359436035e-01,2.260695098876953125e+03,8.182831923477351665e-02
3.093999922275543213e-01,2.259662353515625000e+03,8.186540845781564713e-02
3.095000088214874268e-01,2.258629150390625000e+03,8.190250524785369635e-02
3.095999956130981445e-01,2.257595642089843750e+03,8.193960954668000340e-02
3.097000122070312500e-01,2.256562225341796875e+03,8.197672123787924647e-02
3.097999989986419678e-01,2.255529083251953125e+03,8.201382536208257079e-02
3.098999857902526855e-01,2.254496215820312500e+03,8.205093664582818747e-02
3.100000023841857910e-01,2.253463928222656250e+03,8.208804024616256356e-02
3.100999891757965088e-01,2.252432220458984375e+03,8.212514355545863509e-02
3.102000057697296143e-01,2.251401245117187500e+03,8.216224645730108023e-02
3.102999925613403320e-01,2.250370117187500000e+03,8.219936431851238012e-02
3.104000091552734375e-01,2.249337829589843750e+03,8.223649009596556425e-02
3.104999959468841553e-01,2.248304199218750000e+03,8.227363129844889045e-02
3.106000125408172607e-01,2.247269287109375000e+03,8.231078030075877905e-02
3.106999993324279785e-01,2.246233520507812500e+03,8.234793704468756914e-02
3.107999861240386963e-01,2.245197357177734375e+03,8.238510123919695616e-02
3.109000027179718018e-01,2.244160949707031250e+03,8.242226543370634317e-02
3.109999895095825195e-01,2.243124755859375000e+03,8.245943696238100529e-02
3.111000061035156250e-01,2.242088897705078125e+03,8.249660074943676591e-02
3.111999928951263428e-01,2.241053405761718750e+03,8.253376424545422196e-02
3.113000094890594482e-01,2.240018493652343750e+03,8.257091999985277653e-02
3.113999962806701660e-01,2.238984222412109375e+03,8.260808279737830162e-02
3.115000128746032715e-01,2.237950744628906250e+03,8.264523773686960340e-02
3.115999996662139893e-01,2.236917999267578125e+03,8.268238481832668185e-02
3.116999864578247070e-01,2.235886108398437500e+03,8.271953149233013391e-02
3.118000030517578125e-01,2.234855041503906250e+03,8.275667025009170175e-02
3.118999898433685303e-01,2.233824859619140625e+03,8.279380854219198227e-02
3.120000064373016357e-01,2.232795501708984375e+03,8.283093897625803947e-02
3.120999932289123535e-01,2.231767120361328125e+03,8.286806888645514846e-02
3.122000098228454590e-01,2.230739685058593750e+03,8.290518342982977629e-02
3.122999966144561768e-01,2.229713195800781250e+03,8.294230495812371373e-02
3.124000132083892822e-01,2.228687622070312500e+03,8.297941857017576694e-02
3.125000000000000000e-01,2.227662933349609375e+03,8.301652426598593593e-02
3.125999867916107178e-01,2.226639282226562500e+03,8.305362204555422068e-02
3.127000033855438232e-01,2.225616607666015625e+03,8.309071930125355721e-02
3.127999901771545410e-01,2.224594818115234375e+03,8.312780864071100950e-02
3.129000067710876465e-01,2.223573699951171875e+03,8.316489763092249632e-02
3.129999935626983643e-01,2.222553161621093750e+03,8.320198627188801765e-02
3.131000101566314697e-01,2.221533386230468750e+03,8.323907450539991260e-02
3.131999969482421875e-01,2.220514343261718750e+03,8.327615493908524513e-02
3.133000135421752930e-01,2.219496093750000000e+03,8.331323496531695127e-02
3.134000003337860107e-01,2.218478759765625000e+03,8.335030707530677319e-02
3.134999871253967285e-01,2.217462280273437500e+03,8.338737871963530779e-02
3.136000037193298340e-01,2.216446746826171875e+03,8.342444250592961907e-02
3.136999905109405518e-01,2.215432159423828125e+03,8.346149831777438521e-02
3.138000071048736572e-01,2.214418487548828125e+03,8.349855372216552496e-02
3.138999938964843750e-01,2.213405761718750000e+03,8.353560860268771648e-02
3.140000104904174805e-01,2.212394042968750000e+03,8.357264811638742685e-02
3.140999972820281982e-01,2.211383239746093750e+03,8.360968716442584991e-02
3.142000138759613037e-01,2.210373474121093750e+03,8.364671823801472783e-02
3.143000006675720215e-01,2.209364440917968750e+03,8.368375641293823719e-02
3.143999874591827393e-01,2.208354675292968750e+03,8.372081723064184189e-02
3.145000040531158447e-01,2.207342498779296875e+03,8.375790138961747289e-02
3.145999908447265625e-01,2.206327148437500000e+03,8.379501657327637076e-02
3.147000074386596680e-01,2.205309143066406250e+03,8.383214770583435893e-02
3.147999942302703857e-01,2.204289154052734375e+03,8.386930183041840792e-02
3.149000108242034912e-01,2.203267822265625000e+03,8.390645642066374421e-02
3.149999976158142090e-01,2.202245666503906250e+03,8.394361863611266017e-02
3.151000142097473145e-01,2.201223205566406250e+03,8.398078085156157613e-02
3.152000010013580322e-01,2.200200683593750000e+03,8.401795045938342810e-02
3.152999877929687500e-01,2.199178436279296875e+03,8.405511238379403949e-02
3.154000043869018555e-01,2.198156585693359375e+03,8.409227401716634631e-02
3.154999911785125732e-01,2.197135345458984375e+03,8.412943530129268765e-02
3.156000077724456787e-01,2.196114746093750000e+03,8.416658878559246659e-02
3.156999945640563965e-01,2.195094909667968750e+03,8.420374192064628005e-02
3.158000111579895020e-01,2.194075836181640625e+03,8.424088708125054836e-02
3.158999979496002197e-01,2.193057647705078125e+03,8.427803189260885119e-02
3.160000145435333252e-01,2.192040313720703125e+03,8.431516872951760888e-02
3.161000013351440430e-01,2.191023895263671875e+03,8.435230515897274017e-02
3.161999881267547607e-01,2.190008392333984375e+03,8.438942616339772940e-02
3.163000047206878662e-01,2.188993835449218750e+03,8.442655421094968915e-02
3.163999915122985840e-01,2.187980163574218750e+03,8.446366689167916775e-02
3.165000081062316895e-01,2.186967468261718750e+03,8.450077904853969812e-02
3.165999948978424072e-01,2.185955749511718750e+03,8.453788328915834427e-02
3.167000114917755127e-01,2.184944976806640625e+03,8.457498706411570311e-02
3.167999982833862305e-01,2.183935089111328125e+03,8.461208292283117771e-02
3.169000148773193359e-01,2.182926116943359375e+03,8.464917092351242900e-02
3.170000016689300537e-01,2.181918121337890625e+03,8.468625845853239298e-02
3.170999884605407715e-01,2.180911071777343750e+03,8.472333807731047273e-02
3.172000050544738770e-01,2.179904937744140625e+03,8.476041723042726517e-02
3.172999918460845947e-01,2.178899810791015625e+03,8.479748840909451246e-02
3.174000084400177002e-01,2.177895690917968750e+03,8.483455172972753644e-02
3.174999952316284180e-01,2.176892456054687500e+03,8.487160707591101527e-02
3.176000118255615234e-01,2.175890258789062500e+03,8.490866195643320680e-02
3.176999986171722412e-01,2.174889038085937500e+03,8.494571631308645010e-02
3.177999854087829590e-01,2.173888793945312500e+03,8.498275530291721225e-02
3.179000020027160645e-01,2.172889526367187500e+03,8.501979382708668709e-02
3.179999887943267822e-01,2.171891235351562500e+03,8.505682443501427770e-02
3.181000053882598877e-01,2.170894012451171875e+03,8.509385457728058100e-02
3.181999921798706055e-01,2.169897674560546875e+03,8.513087674509733915e-02
3.183000087738037109e-01,2.168902343750000000e+03,8.516789099667221308e-02
3.183999955654144287e-01,2.167907928466796875e+03,8.520489727379754186e-02
3.185000121593475342e-01,2.166914550781250000e+03,8.524190314346924424e-02
3.185999989509582520e-01,2.165922210693359375e+03,8.527890103869140148e-02
3.186999857425689697e-01,2.164930725097656250e+03,8.531589846825227141e-02
3.188000023365020752e-01,2.163940307617187500e+03,8.535288792336359620e-02
3.188999891281127930e-01,2.162950744628906250e+03,8.538986952044069767e-02
3.190000057220458984e-01,2.161962280273437500e+03,8.542684314306825399e-02
3.190999925136566162e-01,2.160974731445312500e+03,8.546381630003452301e-02
3.192000091075897217e-01,2.159988220214843750e+03,8.550078154075890779e-02
3.192999958992004395e-01,2.159002624511718750e+03,8.553774625761434436e-02
3.194000124931335449e-01,2.158017822265625000e+03,8.557470317464321852e-02
3.194999992847442627e-01,2.157033508300781250e+03,8.561166730942204595e-02
3.195999860763549805e-01,2.156049621582031250e+03,8.564863126957789063e-02
3.197000026702880859e-01,2.155066223144531250e+03,8.568558742990717292e-02
3.197999894618988037e-01,2.154082946777343750e+03,8.572255837498232722e-02
3.199000060558319092e-01,2.153098388671875000e+03,8.575954462867230177e-02
3.199999928474426270e-01,2.152111694335937500e+03,8.579655410721898079e-02
3.201000094413757324e-01,2.151123107910156250e+03,8.583357167663052678e-02
3.201999962329864502e-01,2.150132934570312500e+03,8.587060472927987576e-02
3.203000128269195557e-01,2.149141693115234375e+03,8.590764552354812622e-02
3.203999996185302734e-01,2.148149780273437500e+03,8.594469400122761726e-02
3.204999864101409912e-01,2.147157379150390625e+03,8.598174998769536614e-02
3.206000030040740967e-01,2.146164886474609375e+03,8.601879846537485719e-02
3.206999897956848145e-01,2.145172485351562500e+03,8.605585427721962333e-02
3.208000063896179199e-01,2.144180419921875000e+03,8.609290985623374581e-02
3.208999931812286377e-01,2.143188751220703125e+03,8.612995769362896681e-02
3.210000097751617432e-01,2.142197753906250000e+03,8.616700523998588324e-02
3.210999965667724609e-01,2.141207336425781250e+03,8.620405243709683418e-02
3.212000131607055664e-01,2.140217620849609375e+03,8.624109177617356181e-02
3.212999999523162842e-01,2.139228759765625000e+03,8.627813076600432396e-02
3.213999867439270020e-01,2.138240600585937500e+03,8.631516183959320188e-02
3.215000033378601074e-01,2.137253387451171875e+03,8.635218505514785647e-02
3.215999901294708252e-01,2.136266845703125000e+03,8.638920786324888468e-02
3.217000067234039307e-01,2.135281311035156250e+03,8.642623026389628649e-02
3.217999935150146484e-01,2.134296661376953125e+03,8.646323723951354623e-02
3.219000101089477539e-01,2.133312805175781250e+03,8.650024386588484049e-02
3.219999969005584717e-01,2.132329895019531250e+03,8.653724996838718653e-02
3.221000134944915771e-01,2.131347808837890625e+03,8.657424821285530925e-02
3.222000002861022949e-01,2.130366760253906250e+03,8.661123854108154774e-02
3.222999870777130127e-01,2.129386505126953125e+03,8.664822840364649892e-02
3.224000036716461182e-01,2.128407196044921875e+03,8.668521040817722678e-02
3.224999904632568359e-01,2.127428802490234375e+03,8.672218449646607041e-02
3.226000070571899414e-01,2.126451324462890625e+03,8.675915811909362674e-02
3.226999938488006592e-01,2.125474761962890625e+03,8.679612388368695974e-02
3.228000104427337646e-01,2.124499145507812500e+03,8.683308167383074760e-02
3.228999972343444824e-01,2.123524383544921875e+03,8.687003905652090907e-02
3.230000138282775879e-01,2.122550628662109375e+03,8.690698852296918631e-02
3.231000006198883057e-01,2.121577667236328125e+03,8.694393752375617623e-02
3.231999874114990234e-01,2.120605773925781250e+03,8.698087121592834592e-02
3.233000040054321289e-01,2.119634674072265625e+03,8.701781189301982522e-02
3.233999907970428467e-01,2.118664550781250000e+03,8.705473720328882337e-02
3.235000073909759521e-01,2.117695343017578125e+03,8.709166204789653420e-02
3.235999941825866699e-01,2.116727020263671875e+03,8.712857903447002172e-02
3.237000107765197754e-01,2.115759399414062500e+03,8.716549561358988285e-02
3.237999975681304932e-01,2.114792083740234375e+03,8.720241207629442215e-02
3.239000141620635986e-01,2.113824859619140625e+03,8.723933581495657563e-02
3.240000009536743164e-01,2.112857757568359375e+03,8.727625949541106820e-02
3.240999877452850342e-01,2.111889587402343750e+03,8.731319842627272010e-02
3.242000043392181396e-01,2.110918518066406250e+03,8.735016093123704195e-02
3.242999911308288574e-01,2.109944122314453125e+03,8.738715451909229159e-02
3.244000077247619629e-01,2.108966766357421875e+03,8.742417156463488936e-02
3.244999945163726807e-01,2.107986999511718750e+03,8.746121189324185252e-02
3.246000111103057861e-01,2.107005584716796875e+03,8.749826025450602174e-02
3.246999979019165039e-01,2.106022979736328125e+03,8.753532392438501120e-02
3.248000144958496094e-01,2.105039733886718750e+03,8.757238782709464431e-02
3.249000012874603271e-01,2.104056152343750000e+03,8.760945918038487434e-02
3.249999880790710449e-01,2.103072509765625000e+03,8.764653047546744347e-02
3.251000046730041504e-01,2.102089111328125000e+03,8.768360159592702985e-02
3.251999914646148682e-01,2.101106018066406250e+03,8.772067254176363349e-02
3.253000080585479736e-01,2.100123413085937500e+03,8.775774319656193256e-02
3.253999948501586914e-01,2.099141418457031250e+03,8.779481350211426616e-02
3.255000114440917969e-01,2.098160095214843750e+03,8.783187606604769826e-02
3.255999982357025146e-01,2.097179534912109375e+03,8.786893077194690704e-02
3.257000148296356201e-01,2.096199645996093750e+03,8.790598507039248943e-02
3.258000016212463379e-01,2.095220611572265625e+03,8.794303901959210634e-02
3.258999884128570557e-01,2.094242034912109375e+03,8.798009267775341868e-02
3.260000050067901611e-01,2.093264099121093750e+03,8.801713865250349045e-02
3.260999917984008789e-01,2.092286621093750000e+03,8.805419178679585457e-02
3.262000083923339844e-01,2.091309814453125000e+03,8.809123717946931720e-02
3.262999951839447021e-01,2.090333648681640625e+03,8.812828228110447526e-02
3.264000117778778076e-01,2.089358184814453125e+03,8.816532703349366784e-02
3.264999985694885254e-01,2.088383544921875000e+03,8.820236392784863710e-02
3.265999853610992432e-01,2.087409729003906250e+03,8.823940047295764089e-02
3.267000019550323486e-01,2.086436706542968750e+03,8.827642916003242135e-02
3.267999887466430664e-01,2.085464599609375000e+03,8.831344993086531758e-02
3.269000053405761719e-01,2.084493438720703125e+03,8.835047035245224833e-02
3.269999921321868896e-01,2.083523101806640625e+03,8.838749025017023087e-02
3.271000087261199951e-01,2.082553649902343750e+03,8.842450234806165099e-02
3.271999955177307129e-01,2.081585235595703125e+03,8.846150652971118689e-02
3.273000121116638184e-01,2.080617584228515625e+03,8.849851024569943547e-02
3.273999989032745361e-01,2.079650909423828125e+03,8.853550610365346074e-02
3.274999856948852539e-01,2.078685150146484375e+03,8.857249404536560178e-02
3.276000022888183594e-01,2.077720306396484375e+03,8.860948152141645551e-02
3.276999890804290771e-01,2.076756439208984375e+03,8.864646113943308592e-02
3.278000056743621826e-01,2.075793365478515625e+03,8.868343289941549301e-02
3.278999924659729004e-01,2.074831268310546875e+03,8.872040419373661280e-02
3.280000090599060059e-01,2.073870117187500000e+03,8.875736757181584835e-02
3.280999958515167236e-01,2.072909820556640625e+03,8.879433048423379660e-02
3.282000124454498291e-01,2.071950439453125000e+03,8.883128559682518244e-02
3.282999992370605469e-01,2.070992034912109375e+03,8.886823273496702313e-02
3.283999860286712646e-01,2.070034484863281250e+03,8.890517201507464051e-02
3.285000026226043701e-01,2.069077850341796875e+03,8.894211082952097058e-02
3.285999894142150879e-01,2.068122192382812500e+03,8.897904923651367426e-02
3.287000060081481934e-01,2.067167327880859375e+03,8.901597978547215462e-02
3.287999927997589111e-01,2.066212982177734375e+03,8.905290259281173348e-02
3.289000093936920166e-01,2.065259033203125000e+03,8.908984012668952346e-02
3.289999961853027344e-01,2.064305450439453125e+03,8.912677009357139468e-02
3.291000127792358398e-01,2.063352264404296875e+03,8.916370721999555826e-02
3.291999995708465576e-01,2.062399597167968750e+03,8.920063666300848126e-02
3.292999863624572754e-01,2.061447479248046875e+03,8.923756581498309970e-02
3.294000029563903809e-01,2.060496093750000000e+03,8.927449461771175265e-02
3.294999897480010986e-01,2.059545440673828125e+03,8.931141562061384320e-02
3.296000063419342041e-01,2.058595581054687500e+03,8.934833621606230736e-02
3.296999931335449219e-01,2.057646514892578125e+03,8.938524901168420911e-02
3.298000097274780273e-01,2.056698242187500000e+03,8.942216134164482355e-02
3.298999965190887451e-01,2.055750793457031250e+03,8.945906587177887559e-02
3.300000131130218506e-01,2.054804382324218750e+03,8.949596993625164032e-02
3.300999999046325684e-01,2.053858642578125000e+03,8.953286620089784265e-02
3.301999866962432861e-01,2.052913940429687500e+03,8.956976199988275766e-02
3.303000032901763916e-01,2.051970062255859375e+03,8.960664988262578845e-02
3.303999900817871094e-01,2.051027008056640625e+03,8.964352996554225683e-02
3.305000066757202148e-01,2.050084777832031250e+03,8.968040964100509882e-02
3.305999934673309326e-01,2.049143432617187500e+03,8.971728151664137840e-02
3.307000100612640381e-01,2.048202911376953125e+03,8.975415286840870976e-02
3.307999968528747559e-01,2.047263397216796875e+03,8.979101642034947872e-02
3.309000134468078613e-01,2.046324737548828125e+03,8.982787950662896037e-02
3.310000002384185791e-01,2.045386962890625000e+03,8.986473473487421870e-02
3.310999870300292969e-01,2.044450103759765625e+03,8.990158204687759280e-02
3.312000036239624023e-01,2.043514099121093750e+03,8.993842895142734051e-02
3.312999904155731201e-01,2.042579071044921875e+03,8.997526799794286489e-02
3.314000070095062256e-01,2.041644927978515625e+03,9.001210657879710197e-02
3.314999938011169434e-01,2.040711700439453125e+03,9.004892979282885790e-02
3.316000103950500488e-01,2.039779388427734375e+03,9.008576004998758435e-02
3.316999971866607666e-01,2.038847930908203125e+03,9.012257499853149056e-02
3.318000137805938721e-01,2.037917449951171875e+03,9.015938953962177038e-02
3.319000005722045898e-01,2.036987884521484375e+03,9.019619610626250505e-02
3.319999873638153076e-01,2.036059204101562500e+03,9.023300232365727425e-02
3.321000039577484131e-01,2.035131378173828125e+03,9.026980062481015921e-02
3.321999907493591309e-01,2.034204498291015625e+03,9.030659106792882085e-02
3.323000073432922363e-01,2.033278503417968750e+03,9.034338104538619518e-02
3.323999941349029541e-01,2.032353424072265625e+03,9.038016316480934620e-02
3.325000107288360596e-01,2.031429199218750000e+03,9.041693742619827390e-02
3.325999975204467773e-01,2.030505950927734375e+03,9.045371122192591429e-02
3.327000141143798828e-01,2.029583526611328125e+03,9.049047715961933136e-02
3.328000009059906006e-01,2.028662109375000000e+03,9.052723523927852511e-02
3.328999876976013184e-01,2.027741455078125000e+03,9.056399285327643156e-02
3.330000042915344238e-01,2.026821746826171875e+03,9.060074260924011469e-02
3.330999910831451416e-01,2.025902709960937500e+03,9.063749213237315416e-02
3.332000076770782471e-01,2.024983642578125000e+03,9.067424153909087181e-02
3.332999944686889648e-01,2.024064239501953125e+03,9.071100602159276605e-02
3.334000110626220703e-01,2.023144042968750000e+03,9.074777818750590086e-02
3.334999978542327881e-01,2.022223175048828125e+03,9.078455809503793716e-02
