# NOEL, g1x, g1y, g2x, g2y, g3x, g3y
1264, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1265, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1266, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1267, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1268, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1269, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1270, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1271, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1272, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1273, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1274, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1275, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1276, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1277, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1278, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1279, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1280, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1281, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1282, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1283, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1284, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1285, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1286, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1287, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1288, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1289, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1290, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1291, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1292, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1293, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1294, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1295, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1296, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1297, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1298, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1299, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1300, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1301, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1302, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1303, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1304, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1305, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1306, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1307, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1308, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1309, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1310, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1311, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1312, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1313, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1314, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1315, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1316, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1317, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1318, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1319, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1320, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1321, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1322, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1323, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1324, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1325, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1326, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1327, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1328, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1329, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1330, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1331, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1332, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1333, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1334, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1335, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1336, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1337, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1338, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1339, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1340, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1341, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1342, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1343, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1344, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1345, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1346, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1347, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1348, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1349, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1350, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1351, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1352, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1353, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1354, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1355, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1356, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1357, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1358, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1359, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1360, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1361, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1362, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1363, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1364, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1365, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1366, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1367, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1368, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1369, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1370, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1371, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1372, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1373, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1374, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1375, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1376, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1377, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1378, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1379, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1380, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1381, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1382, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1383, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1384, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1385, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1386, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1387, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1388, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1389, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1390, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1391, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1392, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1393, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1394, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1395, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1396, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1397, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1398, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1399, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1400, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1401, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1402, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1403, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1404, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1405, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1406, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1407, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1408, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1409, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1410, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1411, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1412, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1413, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1414, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1415, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1416, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1417, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1418, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1419, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1420, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1421, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1422, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1423, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1424, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1425, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1426, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1427, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1428, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1429, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1430, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1431, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1432, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1433, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
1434, 0.0000000000000000e+00, 8.0000000000000004e-01, -1.6000000000000000e-01, -8.0000000000000004e-01, 1.6000000000000000e-01, 0.0000000000000000e+00
1435, 0.0000000000000000e+00, -8.0000000000000004e-01, 1.6000000000000000e-01, 8.0000000000000004e-01, -1.6000000000000000e-01, 0.0000000000000000e+00
