# cmod[mm], load[N]
1.288414e-03, 5.427627e+02
1.297239e-03, 5.464802e+02
1.306064e-03, 5.501978e+02
1.314889e-03, 5.539153e+02
1.323714e-03, 5.576329e+02
1.332538e-03, 5.613504e+02
1.341363e-03, 5.650680e+02
1.350188e-03, 5.687856e+02
1.359013e-03, 5.725031e+02
1.367837e-03, 5.762207e+02
1.376662e-03, 5.799382e+02
1.385487e-03, 5.836557e+02
1.394312e-03, 5.873733e+02
1.403136e-03, 5.910909e+02
1.411961e-03, 5.948084e+02
1.420786e-03, 5.985260e+02
1.429611e-03, 6.022435e+02
1.438435e-03, 6.059611e+02
1.447260e-03, 6.096786e+02
1.456085e-03, 6.133962e+02
1.464910e-03, 6.171137e+02
1.473734e-03, 6.208313e+02
1.482559e-03, 6.245488e+02
1.491386e-03, 6.282661e+02
1.500405e-03, 6.319544e+02
1.509478e-03, 6.356345e+02
1.518584e-03, 6.393097e+02
1.527691e-03, 6.429850e+02
1.536798e-03, 6.466601e+02
1.545906e-03, 6.503351e+02
1.555014e-03, 6.540101e+02
1.564123e-03, 6.576850e+02
1.573232e-03, 6.613599e+02
1.582342e-03, 6.650347e+02
1.591452e-03, 6.687095e+02
1.600562e-03, 6.723842e+02
1.609673e-03, 6.760589e+02
1.618784e-03, 6.797335e+02
1.627896e-03, 6.834081e+02
1.637008e-03, 6.870826e+02
1.646121e-03, 6.907570e+02
1.655234e-03, 6.944315e+02
1.664347e-03, 6.981059e+02
1.673461e-03, 7.017802e+02
1.682575e-03, 7.054545e+02
1.691689e-03, 7.091287e+02
1.700804e-03, 7.128029e+02
1.709919e-03, 7.164771e+02
1.719035e-03, 7.201512e+02
1.728151e-03, 7.238253e+02
1.737267e-03, 7.274993e+02
1.746384e-03, 7.311733e+02
1.755500e-03, 7.348472e+02
1.764618e-03, 7.385212e+02
1.773735e-03, 7.421951e+02
1.782853e-03, 7.458689e+02
1.791971e-03, 7.495427e+02
1.801090e-03, 7.532165e+02
1.810208e-03, 7.568902e+02
1.819327e-03, 7.605639e+02
1.828447e-03, 7.642376e+02
1.837566e-03, 7.679112e+02
1.846686e-03, 7.715848e+02
1.855806e-03, 7.752584e+02
1.864927e-03, 7.789319e+02
1.874047e-03, 7.826054e+02
1.883168e-03, 7.862789e+02
1.892289e-03, 7.899524e+02
1.901411e-03, 7.936258e+02
1.910532e-03, 7.972992e+02
1.919654e-03, 8.009725e+02
1.928777e-03, 8.046459e+02
1.937899e-03, 8.083192e+02
1.947022e-03, 8.119925e+02
1.956144e-03, 8.156657e+02
1.965268e-03, 8.193390e+02
1.974391e-03, 8.230122e+02
1.983514e-03, 8.266854e+02
1.992638e-03, 8.303585e+02
2.001762e-03, 8.340316e+02
2.010886e-03, 8.377047e+02
2.020011e-03, 8.413778e+02
2.029135e-03, 8.450509e+02
2.038260e-03, 8.487239e+02
2.047385e-03, 8.523969e+02
2.056510e-03, 8.560699e+02
2.065636e-03, 8.597429e+02
2.074761e-03, 8.634158e+02
2.083887e-03, 8.670888e+02
2.093013e-03, 8.707617e+02
2.102139e-03, 8.744346e+02
2.111265e-03, 8.781074e+02
2.120391e-03, 8.817803e+02
2.129518e-03, 8.854531e+02
2.138645e-03, 8.891259e+02
2.147772e-03, 8.927987e+02
2.156899e-03, 8.964714e+02
2.166026e-03, 9.001442e+02
2.175154e-03, 9.038169e+02
2.184281e-03, 9.074896e+02
2.193409e-03, 9.111623e+02
2.202537e-03, 9.148350e+02
2.211665e-03, 9.185077e+02
2.220793e-03, 9.221803e+02
2.229922e-03, 9.258529e+02
2.239050e-03, 9.295255e+02
2.248179e-03, 9.331981e+02
2.257308e-03, 9.368707e+02
2.266436e-03, 9.405433e+02
2.275566e-03, 9.442158e+02
2.284695e-03, 9.478883e+02
2.293824e-03, 9.515609e+02
2.302954e-03, 9.552334e+02
2.312083e-03, 9.589058e+02
2.321213e-03, 9.625783e+02
2.330343e-03, 9.662508e+02
2.339473e-03, 9.699232e+02
2.348603e-03, 9.735956e+02
2.357733e-03, 9.772681e+02
2.366863e-03, 9.809405e+02
2.375994e-03, 9.846129e+02
2.385125e-03, 9.882852e+02
2.394255e-03, 9.919576e+02
2.403386e-03, 9.956300e+02
2.412517e-03, 9.993023e+02
2.421648e-03, 1.002975e+03
2.430779e-03, 1.006647e+03
2.439946e-03, 1.010314e+03
2.449343e-03, 1.013946e+03
2.458822e-03, 1.017565e+03
2.468305e-03, 1.021183e+03
2.477868e-03, 1.024790e+03
2.487450e-03, 1.028394e+03
2.497033e-03, 1.031998e+03
2.506616e-03, 1.035602e+03
2.516200e-03, 1.039205e+03
2.525785e-03, 1.042809e+03
2.535372e-03, 1.046412e+03
2.544959e-03, 1.050015e+03
2.554546e-03, 1.053618e+03
2.564133e-03, 1.057221e+03
2.573720e-03, 1.060824e+03
2.583309e-03, 1.064427e+03
2.592899e-03, 1.068030e+03
2.602490e-03, 1.071632e+03
2.612082e-03, 1.075235e+03
2.621675e-03, 1.078837e+03
2.631269e-03, 1.082439e+03
2.640863e-03, 1.086041e+03
2.650457e-03, 1.089643e+03
2.660053e-03, 1.093245e+03
2.669649e-03, 1.096846e+03
2.679246e-03, 1.100448e+03
2.688843e-03, 1.104049e+03
2.698441e-03, 1.107651e+03
2.708039e-03, 1.111252e+03
2.717639e-03, 1.114853e+03
2.727238e-03, 1.118454e+03
2.736839e-03, 1.122055e+03
2.746440e-03, 1.125656e+03
2.756041e-03, 1.129257e+03
2.765643e-03, 1.132858e+03
2.775246e-03, 1.136458e+03
2.784850e-03, 1.140059e+03
2.794454e-03, 1.143659e+03
2.804058e-03, 1.147259e+03
2.813664e-03, 1.150860e+03
2.823269e-03, 1.154460e+03
2.832875e-03, 1.158060e+03
2.842482e-03, 1.161660e+03
2.852089e-03, 1.165260e+03
2.861697e-03, 1.168860e+03
2.871305e-03, 1.172459e+03
2.880914e-03, 1.176059e+03
2.890523e-03, 1.179659e+03
2.900133e-03, 1.183258e+03
2.909743e-03, 1.186858e+03
2.919354e-03, 1.190457e+03
2.928992e-03, 1.194052e+03
2.938701e-03, 1.197637e+03
2.948413e-03, 1.201220e+03
2.958124e-03, 1.204804e+03
2.967911e-03, 1.208377e+03
2.977712e-03, 1.211947e+03
2.987513e-03, 1.215518e+03
2.997315e-03, 1.219088e+03
3.007116e-03, 1.222658e+03
3.016918e-03, 1.226228e+03
3.026720e-03, 1.229799e+03
3.036523e-03, 1.233369e+03
3.046344e-03, 1.236936e+03
3.056185e-03, 1.240501e+03
3.066023e-03, 1.244067e+03
3.075860e-03, 1.247632e+03
3.085697e-03, 1.251198e+03
3.095535e-03, 1.254763e+03
3.105374e-03, 1.258328e+03
3.115214e-03, 1.261893e+03
3.125054e-03, 1.265458e+03
3.134956e-03, 1.269014e+03
3.144981e-03, 1.272551e+03
3.155060e-03, 1.276080e+03
3.165141e-03, 1.279609e+03
3.175221e-03, 1.283138e+03
3.185303e-03, 1.286667e+03
3.195402e-03, 1.290193e+03
3.205502e-03, 1.293719e+03
3.215602e-03, 1.297246e+03
3.225704e-03, 1.300772e+03
3.235809e-03, 1.304297e+03
3.245914e-03, 1.307823e+03
3.256020e-03, 1.311348e+03
3.266126e-03, 1.314873e+03
3.276234e-03, 1.318398e+03
3.286342e-03, 1.321923e+03
3.296465e-03, 1.325446e+03
3.306594e-03, 1.328968e+03
3.316730e-03, 1.332489e+03
3.326883e-03, 1.336008e+03
3.337036e-03, 1.339526e+03
3.347188e-03, 1.343045e+03
3.357341e-03, 1.346564e+03
3.367495e-03, 1.350082e+03
3.377651e-03, 1.353601e+03
3.387808e-03, 1.357119e+03
3.397966e-03, 1.360636e+03
3.408124e-03, 1.364154e+03
3.418283e-03, 1.367672e+03
3.428442e-03, 1.371189e+03
3.438602e-03, 1.374707e+03
3.448763e-03, 1.378224e+03
3.458925e-03, 1.381741e+03
3.469087e-03, 1.385258e+03
3.479251e-03, 1.388775e+03
3.489415e-03, 1.392292e+03
3.499616e-03, 1.395803e+03
3.509888e-03, 1.399304e+03
3.520215e-03, 1.402796e+03
3.530563e-03, 1.406284e+03
3.540909e-03, 1.409773e+03
3.551245e-03, 1.413264e+03
3.561602e-03, 1.416751e+03
3.571991e-03, 1.420234e+03
3.582380e-03, 1.423717e+03
3.592770e-03, 1.427200e+03
3.603161e-03, 1.430683e+03
3.613551e-03, 1.434166e+03
3.623942e-03, 1.437648e+03
3.634333e-03, 1.441131e+03
3.644725e-03, 1.444613e+03
3.655117e-03, 1.448096e+03
3.665509e-03, 1.451578e+03
3.675901e-03, 1.455060e+03
3.686295e-03, 1.458542e+03
3.696688e-03, 1.462024e+03
3.707082e-03, 1.465506e+03
3.717476e-03, 1.468988e+03
3.727944e-03, 1.472459e+03
3.738445e-03, 1.475924e+03
3.748967e-03, 1.479387e+03
3.759510e-03, 1.482846e+03
3.770105e-03, 1.486298e+03
3.780724e-03, 1.489746e+03
3.791352e-03, 1.493193e+03
3.801979e-03, 1.496640e+03
3.812606e-03, 1.500087e+03
3.823234e-03, 1.503534e+03
3.833863e-03, 1.506981e+03
3.844493e-03, 1.510427e+03
3.855125e-03, 1.513873e+03
3.865758e-03, 1.517319e+03
3.876393e-03, 1.520765e+03
3.887028e-03, 1.524210e+03
3.897664e-03, 1.527656e+03
3.908300e-03, 1.531101e+03
3.918937e-03, 1.534546e+03
3.929573e-03, 1.537991e+03
3.940211e-03, 1.541436e+03
3.950850e-03, 1.544881e+03
3.961489e-03, 1.548326e+03
3.972130e-03, 1.551770e+03
3.982771e-03, 1.555215e+03
3.993413e-03, 1.558659e+03
4.004095e-03, 1.562097e+03
4.014834e-03, 1.565526e+03
4.025574e-03, 1.568956e+03
4.036314e-03, 1.572385e+03
4.047054e-03, 1.575814e+03
4.057801e-03, 1.579243e+03
4.068604e-03, 1.582662e+03
4.079415e-03, 1.586080e+03
4.090227e-03, 1.589498e+03
4.101040e-03, 1.592916e+03
4.111861e-03, 1.596333e+03
4.122706e-03, 1.599746e+03
4.133557e-03, 1.603158e+03
4.144427e-03, 1.606567e+03
4.155308e-03, 1.609975e+03
4.166189e-03, 1.613383e+03
4.177069e-03, 1.616790e+03
4.187948e-03, 1.620198e+03
4.198827e-03, 1.623606e+03
4.209736e-03, 1.627010e+03
4.220663e-03, 1.630411e+03
4.231592e-03, 1.633811e+03
4.242524e-03, 1.637211e+03
4.253456e-03, 1.640611e+03
4.264391e-03, 1.644011e+03
4.275389e-03, 1.647401e+03
4.286430e-03, 1.650785e+03
4.297483e-03, 1.654167e+03
4.308577e-03, 1.657542e+03
4.319694e-03, 1.660914e+03
4.330812e-03, 1.664285e+03
4.341933e-03, 1.667656e+03
4.353053e-03, 1.671027e+03
4.364173e-03, 1.674398e+03
4.375294e-03, 1.677769e+03
4.386415e-03, 1.681139e+03
4.397538e-03, 1.684510e+03
4.408692e-03, 1.687875e+03
4.419873e-03, 1.691237e+03
4.431056e-03, 1.694598e+03
4.442242e-03, 1.697958e+03
4.453431e-03, 1.701319e+03
4.464620e-03, 1.704679e+03
4.475810e-03, 1.708039e+03
4.487001e-03, 1.711399e+03
4.498198e-03, 1.714758e+03
4.509395e-03, 1.718117e+03
4.520592e-03, 1.721476e+03
4.531791e-03, 1.724834e+03
4.543019e-03, 1.728189e+03
4.554247e-03, 1.731543e+03
4.565476e-03, 1.734897e+03
4.576705e-03, 1.738251e+03
4.587938e-03, 1.741605e+03
4.599250e-03, 1.744946e+03
4.610615e-03, 1.748279e+03
4.621998e-03, 1.751609e+03
4.633378e-03, 1.754939e+03
4.644752e-03, 1.758270e+03
4.656120e-03, 1.761602e+03
4.667485e-03, 1.764934e+03
4.678850e-03, 1.768266e+03
4.690249e-03, 1.771593e+03
4.701667e-03, 1.774917e+03
4.713087e-03, 1.778241e+03
4.724510e-03, 1.781565e+03
4.735933e-03, 1.784888e+03
4.747355e-03, 1.788211e+03
4.758779e-03, 1.791534e+03
4.770201e-03, 1.794858e+03
4.781625e-03, 1.798180e+03
4.793049e-03, 1.801503e+03
4.804475e-03, 1.804826e+03
4.815917e-03, 1.808145e+03
4.827428e-03, 1.811455e+03
4.838949e-03, 1.814762e+03
4.850474e-03, 1.818069e+03
4.862018e-03, 1.821373e+03
4.873591e-03, 1.824673e+03
4.885201e-03, 1.827967e+03
4.896815e-03, 1.831260e+03
4.908433e-03, 1.834552e+03
4.920052e-03, 1.837844e+03
4.931672e-03, 1.841136e+03
4.943293e-03, 1.844427e+03
4.954914e-03, 1.847719e+03
4.966536e-03, 1.851010e+03
4.978167e-03, 1.854300e+03
4.989808e-03, 1.857588e+03
5.001449e-03, 1.860876e+03
5.013092e-03, 1.864164e+03
5.024750e-03, 1.867450e+03
5.036426e-03, 1.870733e+03
5.048104e-03, 1.874015e+03
5.059783e-03, 1.877297e+03
5.071463e-03, 1.880579e+03
5.083144e-03, 1.883861e+03
5.094827e-03, 1.887143e+03
5.106510e-03, 1.890424e+03
5.118196e-03, 1.893705e+03
5.129924e-03, 1.896979e+03
5.141664e-03, 1.900250e+03
5.153408e-03, 1.903522e+03
5.165171e-03, 1.906790e+03
5.176988e-03, 1.910049e+03
5.188836e-03, 1.913304e+03
5.200689e-03, 1.916558e+03
5.212610e-03, 1.919801e+03
5.224560e-03, 1.923041e+03
5.236513e-03, 1.926279e+03
5.248464e-03, 1.929518e+03
5.260414e-03, 1.932758e+03
5.272366e-03, 1.935996e+03
5.284321e-03, 1.939235e+03
5.296307e-03, 1.942469e+03
5.308305e-03, 1.945701e+03
5.320305e-03, 1.948933e+03
5.332305e-03, 1.952164e+03
5.344306e-03, 1.955396e+03
5.356307e-03, 1.958627e+03
5.368310e-03, 1.961858e+03
5.380314e-03, 1.965089e+03
5.392317e-03, 1.968319e+03
5.404322e-03, 1.971550e+03
5.416370e-03, 1.974773e+03
5.428455e-03, 1.977991e+03
5.440591e-03, 1.981200e+03
5.452730e-03, 1.984409e+03
5.464872e-03, 1.987617e+03
5.477062e-03, 1.990817e+03
5.489260e-03, 1.994016e+03
5.501458e-03, 1.997215e+03
5.513656e-03, 2.000414e+03
5.525875e-03, 2.003609e+03
5.538110e-03, 2.006802e+03
5.550346e-03, 2.009995e+03
5.562583e-03, 2.013188e+03
5.574821e-03, 2.016380e+03
5.587060e-03, 2.019572e+03
5.599300e-03, 2.022763e+03
5.611542e-03, 2.025955e+03
5.623786e-03, 2.029146e+03
5.636031e-03, 2.032336e+03
5.648278e-03, 2.035526e+03
5.660526e-03, 2.038716e+03
5.672776e-03, 2.041906e+03
5.685026e-03, 2.045095e+03
5.697290e-03, 2.048282e+03
5.709558e-03, 2.051468e+03
5.721839e-03, 2.054653e+03
5.734171e-03, 2.057829e+03
5.746516e-03, 2.061003e+03
5.758930e-03, 2.064166e+03
5.771391e-03, 2.067322e+03
5.783859e-03, 2.070476e+03
5.796333e-03, 2.073630e+03
5.808809e-03, 2.076783e+03
5.821284e-03, 2.079936e+03
5.833756e-03, 2.083089e+03
5.846229e-03, 2.086243e+03
5.858703e-03, 2.089395e+03
5.871181e-03, 2.092548e+03
5.883661e-03, 2.095699e+03
5.896145e-03, 2.098850e+03
5.908630e-03, 2.102001e+03
5.921130e-03, 2.105149e+03
5.933640e-03, 2.108296e+03
5.946151e-03, 2.111443e+03
5.958663e-03, 2.114589e+03
5.971176e-03, 2.117736e+03
5.983699e-03, 2.120880e+03
5.996298e-03, 2.124013e+03
6.008966e-03, 2.127134e+03
6.021645e-03, 2.130253e+03
6.034355e-03, 2.133366e+03
6.047073e-03, 2.136479e+03
6.059804e-03, 2.139589e+03
6.072550e-03, 2.142697e+03
6.085317e-03, 2.145802e+03
6.098094e-03, 2.148905e+03
6.110873e-03, 2.152009e+03
6.123650e-03, 2.155112e+03
6.136426e-03, 2.158216e+03
6.149202e-03, 2.161319e+03
6.161980e-03, 2.164423e+03
6.174759e-03, 2.167525e+03
6.187541e-03, 2.170628e+03
6.200335e-03, 2.173728e+03
6.213133e-03, 2.176827e+03
6.225933e-03, 2.179926e+03
6.238745e-03, 2.183023e+03
6.251579e-03, 2.186116e+03
6.264421e-03, 2.189208e+03
6.277315e-03, 2.192292e+03
6.290254e-03, 2.195369e+03
6.303293e-03, 2.198430e+03
6.316347e-03, 2.201489e+03
6.329412e-03, 2.204546e+03
6.342480e-03, 2.207602e+03
6.355549e-03, 2.210658e+03
6.368620e-03, 2.213713e+03
6.381704e-03, 2.216766e+03
6.394794e-03, 2.219818e+03
6.407891e-03, 2.222868e+03
6.420991e-03, 2.225918e+03
6.434094e-03, 2.228968e+03
6.447198e-03, 2.232017e+03
6.460302e-03, 2.235066e+03
6.473410e-03, 2.238114e+03
6.486519e-03, 2.241162e+03
6.499630e-03, 2.244209e+03
6.512771e-03, 2.247252e+03
6.525950e-03, 2.250288e+03
6.539173e-03, 2.253317e+03
6.552433e-03, 2.256340e+03
6.565702e-03, 2.259361e+03
6.578979e-03, 2.262381e+03
6.592282e-03, 2.265396e+03
6.605589e-03, 2.268411e+03
6.618911e-03, 2.271423e+03
6.632265e-03, 2.274430e+03
6.645633e-03, 2.277435e+03
6.659004e-03, 2.280439e+03
6.672380e-03, 2.283442e+03
6.685767e-03, 2.286444e+03
6.699159e-03, 2.289445e+03
6.712593e-03, 2.292438e+03
6.726029e-03, 2.295432e+03
6.739464e-03, 2.298425e+03
6.752901e-03, 2.301417e+03
6.766342e-03, 2.304410e+03
6.779797e-03, 2.307399e+03
6.793291e-03, 2.310382e+03
6.806789e-03, 2.313365e+03
6.820290e-03, 2.316347e+03
6.833793e-03, 2.319328e+03
6.847319e-03, 2.322305e+03
6.860880e-03, 2.325277e+03
6.874443e-03, 2.328247e+03
6.888008e-03, 2.331218e+03
6.901577e-03, 2.334188e+03
6.915199e-03, 2.337148e+03
6.928832e-03, 2.340107e+03
6.942499e-03, 2.343061e+03
6.956171e-03, 2.346013e+03
6.969853e-03, 2.348964e+03
6.983535e-03, 2.351915e+03
6.997224e-03, 2.354864e+03
7.010929e-03, 2.357811e+03
7.024639e-03, 2.360757e+03
7.038367e-03, 2.363700e+03
7.052124e-03, 2.366638e+03
7.065887e-03, 2.369575e+03
7.079655e-03, 2.372511e+03
7.093427e-03, 2.375447e+03
7.107210e-03, 2.378380e+03
7.121024e-03, 2.381308e+03
7.134902e-03, 2.384226e+03
7.148796e-03, 2.387140e+03
7.162702e-03, 2.390053e+03
7.176616e-03, 2.392964e+03
7.190533e-03, 2.395875e+03
7.204451e-03, 2.398785e+03
7.218367e-03, 2.401695e+03
7.232281e-03, 2.404606e+03
7.246195e-03, 2.407516e+03
7.260112e-03, 2.410426e+03
7.274033e-03, 2.413335e+03
7.287960e-03, 2.416242e+03
7.301933e-03, 2.419143e+03
7.315913e-03, 2.422042e+03
7.329917e-03, 2.424936e+03
7.343943e-03, 2.427827e+03
7.357974e-03, 2.430718e+03
7.372012e-03, 2.433607e+03
7.386054e-03, 2.436495e+03
7.400095e-03, 2.439383e+03
7.414138e-03, 2.442271e+03
7.428225e-03, 2.445151e+03
7.442354e-03, 2.448024e+03
7.456535e-03, 2.450889e+03
7.470742e-03, 2.453749e+03
7.484960e-03, 2.456607e+03
7.499177e-03, 2.459465e+03
7.513408e-03, 2.462321e+03
7.527660e-03, 2.465174e+03
7.541925e-03, 2.468024e+03
7.556204e-03, 2.470872e+03
7.570518e-03, 2.473714e+03
7.584863e-03, 2.476551e+03
7.599210e-03, 2.479387e+03
7.613557e-03, 2.482223e+03
7.627904e-03, 2.485060e+03
7.642255e-03, 2.487895e+03
7.656615e-03, 2.490728e+03
7.670979e-03, 2.493561e+03
7.685358e-03, 2.496391e+03
7.699778e-03, 2.499214e+03
7.714203e-03, 2.502037e+03
7.728647e-03, 2.504855e+03
7.743110e-03, 2.507671e+03
7.757592e-03, 2.510483e+03
7.772078e-03, 2.513294e+03
7.786567e-03, 2.516105e+03
7.801096e-03, 2.518909e+03
7.815648e-03, 2.521709e+03
7.830212e-03, 2.524507e+03
7.844777e-03, 2.527304e+03
7.859345e-03, 2.530101e+03
7.873928e-03, 2.532896e+03
7.888556e-03, 2.535682e+03
7.903187e-03, 2.538468e+03
7.917820e-03, 2.541254e+03
7.932455e-03, 2.544039e+03
7.947091e-03, 2.546823e+03
7.961730e-03, 2.549607e+03
7.976382e-03, 2.552389e+03
7.991074e-03, 2.555164e+03
8.005816e-03, 2.557930e+03
8.020565e-03, 2.560695e+03
8.035319e-03, 2.563459e+03
8.050076e-03, 2.566223e+03
8.064836e-03, 2.568985e+03
8.079651e-03, 2.571739e+03
8.094474e-03, 2.574491e+03
8.109326e-03, 2.577239e+03
8.124177e-03, 2.579986e+03
8.139035e-03, 2.582732e+03
8.153913e-03, 2.585474e+03
8.168798e-03, 2.588216e+03
8.183689e-03, 2.590956e+03
8.198585e-03, 2.593695e+03
8.213483e-03, 2.596433e+03
8.228384e-03, 2.599171e+03
8.243306e-03, 2.601905e+03
8.258236e-03, 2.604638e+03
8.273191e-03, 2.607367e+03
8.288201e-03, 2.610087e+03
8.303275e-03, 2.612796e+03
8.318391e-03, 2.615497e+03
8.333512e-03, 2.618198e+03
8.348631e-03, 2.620898e+03
8.363747e-03, 2.623599e+03
8.378862e-03, 2.626300e+03
8.394001e-03, 2.628997e+03
8.409159e-03, 2.631691e+03
8.424323e-03, 2.634383e+03
8.439493e-03, 2.637075e+03
8.454672e-03, 2.639764e+03
8.469895e-03, 2.642447e+03
8.485122e-03, 2.645129e+03
8.500352e-03, 2.647810e+03
8.515585e-03, 2.650490e+03
8.530819e-03, 2.653170e+03
8.546056e-03, 2.655849e+03
8.561318e-03, 2.658523e+03
8.576595e-03, 2.661195e+03
8.591881e-03, 2.663866e+03
8.607222e-03, 2.666527e+03
8.622569e-03, 2.669187e+03
8.637941e-03, 2.671843e+03
8.653365e-03, 2.674490e+03
8.668846e-03, 2.677128e+03
8.684331e-03, 2.679765e+03
8.699811e-03, 2.682402e+03
8.715290e-03, 2.685040e+03
8.730777e-03, 2.687676e+03
8.746282e-03, 2.690308e+03
8.761831e-03, 2.692933e+03
8.777390e-03, 2.695557e+03
8.792957e-03, 2.698178e+03
8.808529e-03, 2.700799e+03
8.824105e-03, 2.703419e+03
8.839687e-03, 2.706037e+03
8.855287e-03, 2.708653e+03
8.870914e-03, 2.711264e+03
8.886547e-03, 2.713874e+03
8.902207e-03, 2.716479e+03
8.917897e-03, 2.719079e+03
8.933592e-03, 2.721678e+03
8.949294e-03, 2.724276e+03
8.965024e-03, 2.726868e+03
8.980765e-03, 2.729458e+03
8.996515e-03, 2.732047e+03
9.012303e-03, 2.734629e+03
9.028124e-03, 2.737206e+03
9.043967e-03, 2.739778e+03
9.059814e-03, 2.742350e+03
9.075664e-03, 2.744921e+03
9.091556e-03, 2.747485e+03
9.107454e-03, 2.750047e+03
9.123366e-03, 2.752607e+03
9.139284e-03, 2.755166e+03
