# step, mean_h_oliver[mm], min_h_oliver[mm], max_h_oliver[mm]
478, 2.068931e+00, 6.546610e-01, 6.373774e+00
479, 2.068948e+00, 6.543979e-01, 6.373774e+00
480, 2.068964e+00, 6.541379e-01, 6.373774e+00
481, 2.068981e+00, 6.538807e-01, 6.373774e+00
482, 2.068998e+00, 6.536263e-01, 6.373774e+00
483, 2.069017e+00, 6.533747e-01, 6.373774e+00
484, 2.069035e+00, 6.531259e-01, 6.373774e+00
485, 2.069053e+00, 6.528799e-01, 6.373774e+00
486, 2.069071e+00, 6.526367e-01, 6.373774e+00
487, 2.069085e+00, 6.523963e-01, 6.373774e+00
488, 2.069100e+00, 6.521597e-01, 6.373774e+00
489, 2.069115e+00, 6.519284e-01, 6.373774e+00
490, 2.069130e+00, 6.517011e-01, 6.373774e+00
491, 2.069145e+00, 6.514779e-01, 6.373774e+00
492, 2.069159e+00, 6.512595e-01, 6.373774e+00
493, 2.069172e+00, 6.510452e-01, 6.373774e+00
494, 2.069184e+00, 6.508348e-01, 6.373774e+00
495, 2.069196e+00, 6.506273e-01, 6.373774e+00
496, 2.069210e+00, 6.504222e-01, 6.373774e+00
497, 2.069225e+00, 6.502194e-01, 6.373774e+00
498, 2.069239e+00, 6.500191e-01, 6.373774e+00
499, 2.069254e+00, 6.498211e-01, 6.373774e+00
500, 2.069267e+00, 6.496256e-01, 6.373774e+00
501, 2.069278e+00, 6.494326e-01, 6.373774e+00
502, 2.069289e+00, 6.492420e-01, 6.373774e+00
503, 2.069301e+00, 6.490539e-01, 6.373774e+00
504, 2.069312e+00, 6.488683e-01, 6.373774e+00
505, 2.069323e+00, 6.486856e-01, 6.373774e+00
506, 2.069328e+00, 6.485058e-01, 6.373774e+00
507, 2.069333e+00, 6.483287e-01, 6.373774e+00
508, 2.069339e+00, 6.481541e-01, 6.373774e+00
509, 2.069346e+00, 6.479819e-01, 6.373774e+00
510, 2.069351e+00, 6.478120e-01, 6.373774e+00
511, 2.069360e+00, 6.476445e-01, 6.373774e+00
512, 2.069367e+00, 6.474793e-01, 6.373774e+00
513, 2.069374e+00, 6.473165e-01, 6.373774e+00
514, 2.069379e+00, 6.471563e-01, 6.373774e+00
515, 2.069381e+00, 6.469984e-01, 6.373774e+00
516, 2.069384e+00, 6.468426e-01, 6.373774e+00
517, 2.069387e+00, 6.466889e-01, 6.373774e+00
518, 2.069390e+00, 6.465373e-01, 6.373774e+00
519, 2.069394e+00, 6.463880e-01, 6.373774e+00
520, 2.069398e+00, 6.462418e-01, 6.373774e+00
521, 2.069403e+00, 6.460983e-01, 6.373774e+00
522, 2.069407e+00, 6.459573e-01, 6.373774e+00
523, 2.069411e+00, 6.458187e-01, 6.373774e+00
524, 2.069416e+00, 6.456824e-01, 6.373774e+00
525, 2.069420e+00, 6.455483e-01, 6.373774e+00
526, 2.069423e+00, 6.454163e-01, 6.373774e+00
527, 2.069425e+00, 6.452868e-01, 6.373774e+00
528, 2.069428e+00, 6.451599e-01, 6.373774e+00
529, 2.069432e+00, 6.450352e-01, 6.373774e+00
530, 2.069436e+00, 6.449135e-01, 6.373774e+00
531, 2.069440e+00, 6.447947e-01, 6.373774e+00
532, 2.069443e+00, 6.446784e-01, 6.373774e+00
533, 2.069447e+00, 6.445644e-01, 6.373774e+00
534, 2.069451e+00, 6.444524e-01, 6.373774e+00
535, 2.069457e+00, 6.443427e-01, 6.373774e+00
536, 2.069463e+00, 6.442359e-01, 6.373774e+00
537, 2.069469e+00, 6.441314e-01, 6.373774e+00
538, 2.069474e+00, 6.440289e-01, 6.373774e+00
539, 2.069479e+00, 6.439287e-01, 6.373774e+00
540, 2.069485e+00, 6.438303e-01, 6.373774e+00
541, 2.069490e+00, 6.437336e-01, 6.373774e+00
542, 2.069495e+00, 6.436384e-01, 6.373774e+00
543, 2.069499e+00, 6.435447e-01, 6.373774e+00
544, 2.069502e+00, 6.434525e-01, 6.373774e+00
545, 2.069505e+00, 6.433618e-01, 6.373774e+00
546, 2.069508e+00, 6.432725e-01, 6.373774e+00
547, 2.069511e+00, 6.431847e-01, 6.373774e+00
548, 2.069514e+00, 6.430983e-01, 6.373774e+00
549, 2.069518e+00, 6.430134e-01, 6.373774e+00
550, 2.069520e+00, 6.429298e-01, 6.373774e+00
551, 2.069524e+00, 6.428477e-01, 6.373774e+00
552, 2.069528e+00, 6.427671e-01, 6.373774e+00
553, 2.069532e+00, 6.426878e-01, 6.373774e+00
554, 2.069537e+00, 6.426099e-01, 6.373774e+00
555, 2.069542e+00, 6.425333e-01, 6.373774e+00
556, 2.069547e+00, 6.424583e-01, 6.373774e+00
557, 2.069551e+00, 6.423847e-01, 6.373774e+00
558, 2.069557e+00, 6.423134e-01, 6.373774e+00
559, 2.069563e+00, 6.422439e-01, 6.373774e+00
560, 2.069567e+00, 6.421759e-01, 6.373774e+00
561, 2.069570e+00, 6.421094e-01, 6.373774e+00
562, 2.069574e+00, 6.420445e-01, 6.373774e+00
563, 2.069578e+00, 6.419810e-01, 6.373774e+00
564, 2.069582e+00, 6.419186e-01, 6.373774e+00
565, 2.069586e+00, 6.418575e-01, 6.373774e+00
566, 2.069590e+00, 6.417976e-01, 6.373774e+00
567, 2.069593e+00, 6.417389e-01, 6.373774e+00
568, 2.069596e+00, 6.416815e-01, 6.373774e+00
569, 2.069600e+00, 6.416255e-01, 6.373774e+00
570, 2.069603e+00, 6.415707e-01, 6.373774e+00
571, 2.069606e+00, 6.415171e-01, 6.373774e+00
572, 2.069608e+00, 6.414647e-01, 6.373774e+00
573, 2.069611e+00, 6.414135e-01, 6.373774e+00
574, 2.069614e+00, 6.413634e-01, 6.373774e+00
575, 2.069617e+00, 6.413144e-01, 6.373774e+00
576, 2.069621e+00, 6.412665e-01, 6.373774e+00
577, 2.069625e+00, 6.412196e-01, 6.373774e+00
578, 2.069629e+00, 6.411737e-01, 6.373774e+00
579, 2.069634e+00, 6.411288e-01, 6.373774e+00
580, 2.069639e+00, 6.410850e-01, 6.373774e+00
581, 2.069644e+00, 6.410421e-01, 6.373774e+00
582, 2.069650e+00, 6.410002e-01, 6.373774e+00
583, 2.069655e+00, 6.409595e-01, 6.373774e+00
584, 2.069661e+00, 6.409199e-01, 6.373774e+00
585, 2.069667e+00, 6.408815e-01, 6.373774e+00
586, 2.069672e+00, 6.408442e-01, 6.373774e+00
587, 2.069678e+00, 6.408079e-01, 6.373774e+00
588, 2.069685e+00, 6.407726e-01, 6.373774e+00
589, 2.069693e+00, 6.407382e-01, 6.373774e+00
590, 2.069702e+00, 6.407048e-01, 6.373774e+00
591, 2.069712e+00, 6.406724e-01, 6.373774e+00
592, 2.069724e+00, 6.406408e-01, 6.373774e+00
593, 2.069735e+00, 6.406101e-01, 6.373774e+00
594, 2.069747e+00, 6.405802e-01, 6.373774e+00
595, 2.069757e+00, 6.405513e-01, 6.373774e+00
596, 2.069763e+00, 6.405232e-01, 6.373774e+00
597, 2.069770e+00, 6.404960e-01, 6.373774e+00
598, 2.069778e+00, 6.404696e-01, 6.373774e+00
599, 2.069784e+00, 6.404441e-01, 6.373774e+00
600, 2.069788e+00, 6.404193e-01, 6.373774e+00
601, 2.069793e+00, 6.403954e-01, 6.373774e+00
602, 2.069796e+00, 6.403722e-01, 6.373774e+00
603, 2.069798e+00, 6.403498e-01, 6.373774e+00
604, 2.069802e+00, 6.403282e-01, 6.373774e+00
605, 2.069805e+00, 6.403073e-01, 6.373774e+00
606, 2.069807e+00, 6.402873e-01, 6.373774e+00
607, 2.069810e+00, 6.402679e-01, 6.373774e+00
608, 2.069813e+00, 6.402494e-01, 6.373774e+00
609, 2.069818e+00, 6.402315e-01, 6.373774e+00
610, 2.069824e+00, 6.402145e-01, 6.373774e+00
611, 2.069832e+00, 6.401982e-01, 6.373774e+00
612, 2.069840e+00, 6.401827e-01, 6.373774e+00
613, 2.069849e+00, 6.401680e-01, 6.373774e+00
614, 2.069858e+00, 6.401541e-01, 6.373774e+00
615, 2.069867e+00, 6.401410e-01, 6.373774e+00
616, 2.069876e+00, 6.401286e-01, 6.373774e+00
617, 2.069881e+00, 6.401169e-01, 6.373774e+00
618, 2.069887e+00, 6.401060e-01, 6.373774e+00
619, 2.069893e+00, 6.400959e-01, 6.373774e+00
620, 2.069897e+00, 6.400863e-01, 6.373774e+00
621, 2.069899e+00, 6.400775e-01, 6.373774e+00
622, 2.069902e+00, 6.400692e-01, 6.373774e+00
623, 2.069905e+00, 6.400616e-01, 6.373774e+00
624, 2.069908e+00, 6.400546e-01, 6.373774e+00
625, 2.069912e+00, 6.400482e-01, 6.373774e+00
626, 2.069917e+00, 6.400423e-01, 6.373774e+00
627, 2.069922e+00, 6.400371e-01, 6.373774e+00
628, 2.069927e+00, 6.400324e-01, 6.373774e+00
629, 2.069931e+00, 6.400283e-01, 6.373774e+00
630, 2.069934e+00, 6.400247e-01, 6.373774e+00
631, 2.069937e+00, 6.400217e-01, 6.373774e+00
632, 2.069940e+00, 6.400193e-01, 6.373774e+00
633, 2.069943e+00, 6.400174e-01, 6.373774e+00
634, 2.069945e+00, 6.400160e-01, 6.373774e+00
635, 2.069948e+00, 6.400152e-01, 6.373774e+00
636, 2.069950e+00, 6.400149e-01, 6.373774e+00
637, 2.069953e+00, 6.400152e-01, 6.373774e+00
638, 2.069957e+00, 6.400160e-01, 6.373774e+00
639, 2.069961e+00, 6.400173e-01, 6.373774e+00
640, 2.069966e+00, 6.400191e-01, 6.373774e+00
641, 2.069970e+00, 6.400215e-01, 6.373774e+00
642, 2.069975e+00, 6.400244e-01, 6.373774e+00
643, 2.069981e+00, 6.400278e-01, 6.373774e+00
644, 2.069987e+00, 6.400317e-01, 6.373774e+00
645, 2.069993e+00, 6.400361e-01, 6.373774e+00
646, 2.070000e+00, 6.400410e-01, 6.373774e+00
647, 2.070008e+00, 6.400465e-01, 6.373774e+00
648, 2.070015e+00, 6.400524e-01, 6.373774e+00
649, 2.070024e+00, 6.400589e-01, 6.373774e+00
650, 2.070032e+00, 6.400658e-01, 6.373774e+00
651, 2.070041e+00, 6.400732e-01, 6.373774e+00
652, 2.070050e+00, 6.400811e-01, 6.373774e+00
653, 2.070058e+00, 6.400895e-01, 6.373774e+00
654, 2.070068e+00, 6.400983e-01, 6.373774e+00
655, 2.070078e+00, 6.401074e-01, 6.373774e+00
656, 2.070088e+00, 6.401170e-01, 6.373774e+00
657, 2.070098e+00, 6.401270e-01, 6.373774e+00
658, 2.070108e+00, 6.401374e-01, 6.373774e+00
659, 2.070118e+00, 6.401483e-01, 6.373774e+00
660, 2.070128e+00, 6.401596e-01, 6.373774e+00
661, 2.070137e+00, 6.401714e-01, 6.373774e+00
662, 2.070147e+00, 6.401836e-01, 6.373774e+00
663, 2.070157e+00, 6.401962e-01, 6.373774e+00
664, 2.070168e+00, 6.402092e-01, 6.373774e+00
665, 2.070178e+00, 6.402226e-01, 6.373774e+00
666, 2.070189e+00, 6.402365e-01, 6.373774e+00
667, 2.070200e+00, 6.402508e-01, 6.373774e+00
668, 2.070212e+00, 6.402655e-01, 6.373774e+00
669, 2.070223e+00, 6.402806e-01, 6.373774e+00
670, 2.070236e+00, 6.402961e-01, 6.373774e+00
671, 2.070248e+00, 6.403120e-01, 6.373774e+00
672, 2.070259e+00, 6.403283e-01, 6.373774e+00
673, 2.070270e+00, 6.403450e-01, 6.373774e+00
674, 2.070280e+00, 6.403620e-01, 6.373774e+00
675, 2.070291e+00, 6.403795e-01, 6.373774e+00
676, 2.070301e+00, 6.403974e-01, 6.373774e+00
677, 2.070311e+00, 6.404156e-01, 6.373774e+00
678, 2.070321e+00, 6.404343e-01, 6.373774e+00
679, 2.070332e+00, 6.404532e-01, 6.373774e+00
680, 2.070342e+00, 6.404726e-01, 6.373774e+00
681, 2.070352e+00, 6.404924e-01, 6.373774e+00
682, 2.070361e+00, 6.405125e-01, 6.373774e+00
683, 2.070371e+00, 6.405331e-01, 6.373774e+00
684, 2.070380e+00, 6.405541e-01, 6.373774e+00
685, 2.070390e+00, 6.405755e-01, 6.373774e+00
686, 2.070400e+00, 6.405973e-01, 6.373774e+00
687, 2.070410e+00, 6.406194e-01, 6.373774e+00
688, 2.070420e+00, 6.406419e-01, 6.373774e+00
689, 2.070430e+00, 6.406648e-01, 6.373774e+00
690, 2.070439e+00, 6.406881e-01, 6.373774e+00
691, 2.070449e+00, 6.407118e-01, 6.373774e+00
692, 2.070459e+00, 6.407358e-01, 6.373774e+00
693, 2.070469e+00, 6.407601e-01, 6.373774e+00
694, 2.070479e+00, 6.407848e-01, 6.373774e+00
695, 2.070489e+00, 6.408098e-01, 6.373774e+00
696, 2.070499e+00, 6.408345e-01, 6.373774e+00
697, 2.070509e+00, 6.408592e-01, 6.373774e+00
698, 2.070519e+00, 6.408839e-01, 6.373774e+00
699, 2.070528e+00, 6.409087e-01, 6.373774e+00
700, 2.070537e+00, 6.409336e-01, 6.373774e+00
701, 2.070545e+00, 6.409585e-01, 6.373774e+00
702, 2.070552e+00, 6.409836e-01, 6.373774e+00
703, 2.070560e+00, 6.410088e-01, 6.373774e+00
704, 2.070568e+00, 6.410343e-01, 6.373774e+00
705, 2.070577e+00, 6.410599e-01, 6.373774e+00
706, 2.070584e+00, 6.410858e-01, 6.373774e+00
707, 2.070591e+00, 6.411118e-01, 6.373774e+00
708, 2.070597e+00, 6.411381e-01, 6.373774e+00
709, 2.070603e+00, 6.411645e-01, 6.373774e+00
710, 2.070609e+00, 6.411912e-01, 6.373774e+00
711, 2.070615e+00, 6.412181e-01, 6.373774e+00
712, 2.070620e+00, 6.412452e-01, 6.373774e+00
713, 2.070624e+00, 6.412725e-01, 6.373774e+00
714, 2.070628e+00, 6.413001e-01, 6.373774e+00
715, 2.070634e+00, 6.413279e-01, 6.373774e+00
716, 2.070639e+00, 6.413559e-01, 6.373774e+00
717, 2.070644e+00, 6.413841e-01, 6.373774e+00
718, 2.070650e+00, 6.414125e-01, 6.373774e+00
719, 2.070655e+00, 6.414411e-01, 6.373774e+00
720, 2.070660e+00, 6.414700e-01, 6.373774e+00
721, 2.070666e+00, 6.414990e-01, 6.373774e+00
722, 2.070672e+00, 6.415283e-01, 6.373774e+00
723, 2.070678e+00, 6.415577e-01, 6.373774e+00
724, 2.070682e+00, 6.415874e-01, 6.373774e+00
725, 2.070686e+00, 6.416173e-01, 6.373774e+00
726, 2.070690e+00, 6.416474e-01, 6.373774e+00
727, 2.070693e+00, 6.416777e-01, 6.373774e+00
728, 2.070697e+00, 6.417082e-01, 6.373774e+00
729, 2.070702e+00, 6.417389e-01, 6.373774e+00
730, 2.070707e+00, 6.417698e-01, 6.373774e+00
731, 2.070712e+00, 6.418009e-01, 6.373774e+00
732, 2.070716e+00, 6.418322e-01, 6.373774e+00
733, 2.070721e+00, 6.418637e-01, 6.373774e+00
734, 2.070725e+00, 6.418954e-01, 6.373774e+00
735, 2.070730e+00, 6.419273e-01, 6.373774e+00
736, 2.070734e+00, 6.419593e-01, 6.373774e+00
737, 2.070740e+00, 6.419916e-01, 6.373774e+00
738, 2.070746e+00, 6.420241e-01, 6.373774e+00
739, 2.070752e+00, 6.420567e-01, 6.373774e+00
740, 2.070759e+00, 6.420895e-01, 6.373774e+00
741, 2.070766e+00, 6.421225e-01, 6.373774e+00
742, 2.070774e+00, 6.421557e-01, 6.373774e+00
743, 2.070783e+00, 6.421891e-01, 6.373774e+00
744, 2.070793e+00, 6.422226e-01, 6.373774e+00
745, 2.070803e+00, 6.422564e-01, 6.373774e+00
746, 2.070814e+00, 6.422903e-01, 6.373774e+00
747, 2.070823e+00, 6.423244e-01, 6.373774e+00
748, 2.070833e+00, 6.423586e-01, 6.373774e+00
749, 2.070842e+00, 6.423931e-01, 6.373774e+00
750, 2.070852e+00, 6.424277e-01, 6.373774e+00
751, 2.070861e+00, 6.424624e-01, 6.373774e+00
752, 2.070870e+00, 6.424974e-01, 6.373774e+00
753, 2.070877e+00, 6.425325e-01, 6.373774e+00
754, 2.070883e+00, 6.425678e-01, 6.373774e+00
755, 2.070889e+00, 6.426032e-01, 6.373774e+00
756, 2.070893e+00, 6.426388e-01, 6.373774e+00
757, 2.070897e+00, 6.426746e-01, 6.373774e+00
758, 2.070902e+00, 6.427106e-01, 6.373774e+00
759, 2.070909e+00, 6.427467e-01, 6.373774e+00
760, 2.070915e+00, 6.427830e-01, 6.373774e+00
761, 2.070921e+00, 6.428194e-01, 6.373774e+00
762, 2.070927e+00, 6.428560e-01, 6.373774e+00
763, 2.070932e+00, 6.428927e-01, 6.373774e+00
764, 2.070938e+00, 6.429296e-01, 6.373774e+00
765, 2.070943e+00, 6.429667e-01, 6.373774e+00
766, 2.070948e+00, 6.430039e-01, 6.373774e+00
767, 2.070952e+00, 6.430413e-01, 6.373774e+00
768, 2.070953e+00, 6.430788e-01, 6.373774e+00
769, 2.070954e+00, 6.431166e-01, 6.373774e+00
770, 2.070956e+00, 6.431545e-01, 6.373774e+00
771, 2.070958e+00, 6.431925e-01, 6.373774e+00
772, 2.070957e+00, 6.432306e-01, 6.373774e+00
773, 2.070958e+00, 6.432688e-01, 6.373774e+00
774, 2.070959e+00, 6.433071e-01, 6.373774e+00
775, 2.070962e+00, 6.433454e-01, 6.373774e+00
776, 2.070966e+00, 6.433839e-01, 6.373774e+00
777, 2.070971e+00, 6.434224e-01, 6.373774e+00
778, 2.070973e+00, 6.434611e-01, 6.373774e+00
779, 2.070972e+00, 6.434998e-01, 6.373774e+00
780, 2.070970e+00, 6.435386e-01, 6.373774e+00
781, 2.070968e+00, 6.435775e-01, 6.373774e+00
782, 2.070968e+00, 6.436166e-01, 6.373774e+00
783, 2.070969e+00, 6.436557e-01, 6.373774e+00
784, 2.070968e+00, 6.436949e-01, 6.373774e+00
785, 2.070970e+00, 6.437341e-01, 6.373774e+00
786, 2.070974e+00, 6.437735e-01, 6.373774e+00
787, 2.070980e+00, 6.438129e-01, 6.373774e+00
788, 2.070984e+00, 6.438525e-01, 6.373774e+00
789, 2.070988e+00, 6.438921e-01, 6.373774e+00
790, 2.070991e+00, 6.439318e-01, 6.373774e+00
791, 2.070995e+00, 6.439715e-01, 6.373774e+00
792, 2.071000e+00, 6.440113e-01, 6.373774e+00
793, 2.071005e+00, 6.440512e-01, 6.373774e+00
794, 2.071009e+00, 6.440912e-01, 6.373774e+00
795, 2.071011e+00, 6.441312e-01, 6.373774e+00
796, 2.071011e+00, 6.441713e-01, 6.373774e+00
797, 2.071012e+00, 6.442115e-01, 6.373774e+00
798, 2.071014e+00, 6.442517e-01, 6.373774e+00
799, 2.071017e+00, 6.442919e-01, 6.373774e+00
800, 2.071019e+00, 6.443323e-01, 6.373774e+00
801, 2.071021e+00, 6.443726e-01, 6.373774e+00
802, 2.071025e+00, 6.444130e-01, 6.373774e+00
803, 2.071029e+00, 6.444535e-01, 6.373774e+00
804, 2.071032e+00, 6.444940e-01, 6.373774e+00
805, 2.071037e+00, 6.445345e-01, 6.373774e+00
806, 2.071041e+00, 6.445751e-01, 6.373774e+00
807, 2.071043e+00, 6.446157e-01, 6.373774e+00
808, 2.071045e+00, 6.446564e-01, 6.373774e+00
809, 2.071049e+00, 6.446970e-01, 6.373774e+00
810, 2.071052e+00, 6.447377e-01, 6.373774e+00
811, 2.071057e+00, 6.447785e-01, 6.373774e+00
812, 2.071061e+00, 6.448193e-01, 6.373774e+00
813, 2.071066e+00, 6.448601e-01, 6.373774e+00
814, 2.071072e+00, 6.449009e-01, 6.373774e+00
815, 2.071077e+00, 6.449418e-01, 6.373774e+00
816, 2.071081e+00, 6.449827e-01, 6.373774e+00
817, 2.071085e+00, 6.450236e-01, 6.373774e+00
818, 2.071090e+00, 6.450646e-01, 6.373774e+00
819, 2.071094e+00, 6.451056e-01, 6.373774e+00
820, 2.071099e+00, 6.451466e-01, 6.373774e+00
821, 2.071102e+00, 6.451876e-01, 6.373774e+00
822, 2.071106e+00, 6.452287e-01, 6.373774e+00
823, 2.071109e+00, 6.452698e-01, 6.373774e+00
824, 2.071112e+00, 6.453110e-01, 6.373774e+00
825, 2.071112e+00, 6.453522e-01, 6.373774e+00
826, 2.071112e+00, 6.453934e-01, 6.373774e+00
827, 2.071112e+00, 6.454346e-01, 6.373774e+00
828, 2.071112e+00, 6.454759e-01, 6.373774e+00
829, 2.071113e+00, 6.455172e-01, 6.373774e+00
830, 2.071114e+00, 6.455585e-01, 6.373774e+00
831, 2.071115e+00, 6.455999e-01, 6.373774e+00
832, 2.071117e+00, 6.456413e-01, 6.373774e+00
833, 2.071118e+00, 6.456827e-01, 6.373774e+00
834, 2.071120e+00, 6.457242e-01, 6.373774e+00
835, 2.071120e+00, 6.457657e-01, 6.373774e+00
836, 2.071120e+00, 6.458073e-01, 6.373774e+00
837, 2.071120e+00, 6.458490e-01, 6.373774e+00
838, 2.071121e+00, 6.458908e-01, 6.373774e+00
839, 2.071120e+00, 6.459327e-01, 6.373774e+00
840, 2.071120e+00, 6.459746e-01, 6.373774e+00
841, 2.071119e+00, 6.460166e-01, 6.373774e+00
842, 2.071120e+00, 6.460587e-01, 6.373774e+00
843, 2.071121e+00, 6.461008e-01, 6.373774e+00
844, 2.071122e+00, 6.461430e-01, 6.373774e+00
845, 2.071124e+00, 6.461852e-01, 6.373774e+00
846, 2.071127e+00, 6.462256e-01, 6.373774e+00
847, 2.071129e+00, 6.462423e-01, 6.373774e+00
848, 2.071129e+00, 6.462590e-01, 6.373774e+00
849, 2.071130e+00, 6.462758e-01, 6.373774e+00
850, 2.071130e+00, 6.462926e-01, 6.373774e+00
851, 2.071130e+00, 6.463095e-01, 6.373774e+00
852, 2.071131e+00, 6.463264e-01, 6.373774e+00
853, 2.071131e+00, 6.463434e-01, 6.373774e+00
854, 2.071130e+00, 6.463604e-01, 6.373774e+00
855, 2.071129e+00, 6.463774e-01, 6.373774e+00
856, 2.071128e+00, 6.463946e-01, 6.373774e+00
857, 2.071127e+00, 6.464117e-01, 6.373774e+00
858, 2.071126e+00, 6.464289e-01, 6.373774e+00
859, 2.071126e+00, 6.464462e-01, 6.373774e+00
860, 2.071126e+00, 6.464635e-01, 6.373774e+00
861, 2.071128e+00, 6.464808e-01, 6.373774e+00
862, 2.071129e+00, 6.464982e-01, 6.373774e+00
863, 2.071131e+00, 6.465156e-01, 6.373774e+00
864, 2.071133e+00, 6.465331e-01, 6.373774e+00
865, 2.071135e+00, 6.465506e-01, 6.373774e+00
866, 2.071137e+00, 6.465682e-01, 6.373774e+00
867, 2.071138e+00, 6.465858e-01, 6.373774e+00
868, 2.071143e+00, 6.466034e-01, 6.373774e+00
869, 2.071143e+00, 6.466211e-01, 6.373774e+00
870, 2.071145e+00, 6.466388e-01, 6.373774e+00
871, 2.071146e+00, 6.466566e-01, 6.373774e+00
872, 2.071146e+00, 6.466744e-01, 6.373774e+00
873, 2.071147e+00, 6.466923e-01, 6.373774e+00
874, 2.071146e+00, 6.467102e-01, 6.373774e+00
875, 2.071146e+00, 6.467281e-01, 6.373774e+00
876, 2.071146e+00, 6.467461e-01, 6.373774e+00
877, 2.071145e+00, 6.467641e-01, 6.373774e+00
878, 2.071144e+00, 6.467822e-01, 6.373774e+00
879, 2.071145e+00, 6.468003e-01, 6.373774e+00
880, 2.071146e+00, 6.468184e-01, 6.373774e+00
881, 2.071148e+00, 6.468366e-01, 6.373774e+00
882, 2.071150e+00, 6.468548e-01, 6.373774e+00
883, 2.071146e+00, 6.468731e-01, 6.373774e+00
884, 2.071143e+00, 6.468914e-01, 6.373774e+00
885, 2.071140e+00, 6.469098e-01, 6.373774e+00
886, 2.071136e+00, 6.469281e-01, 6.373774e+00
887, 2.071133e+00, 6.469466e-01, 6.373774e+00
888, 2.071129e+00, 6.469650e-01, 6.373774e+00
889, 2.071126e+00, 6.469835e-01, 6.373774e+00
890, 2.071122e+00, 6.470021e-01, 6.373774e+00
891, 2.071119e+00, 6.470207e-01, 6.373774e+00
892, 2.071117e+00, 6.470393e-01, 6.373774e+00
893, 2.071114e+00, 6.470579e-01, 6.373774e+00
894, 2.071112e+00, 6.470766e-01, 6.373774e+00
895, 2.071110e+00, 6.470954e-01, 6.373774e+00
896, 2.071108e+00, 6.471141e-01, 6.373774e+00
897, 2.071107e+00, 6.471329e-01, 6.373774e+00
898, 2.071106e+00, 6.471518e-01, 6.373774e+00
899, 2.071106e+00, 6.471707e-01, 6.373774e+00
900, 2.071107e+00, 6.471896e-01, 6.373774e+00
901, 2.071108e+00, 6.472085e-01, 6.373774e+00
902, 2.071109e+00, 6.472275e-01, 6.373774e+00
903, 2.071110e+00, 6.472465e-01, 6.373774e+00
904, 2.071113e+00, 6.472656e-01, 6.373774e+00
905, 2.071115e+00, 6.472847e-01, 6.373774e+00
906, 2.071117e+00, 6.473038e-01, 6.373774e+00
907, 2.071119e+00, 6.473230e-01, 6.373774e+00
908, 2.071120e+00, 6.473422e-01, 6.373774e+00
909, 2.071117e+00, 6.473614e-01, 6.373774e+00
910, 2.071114e+00, 6.473807e-01, 6.373774e+00
911, 2.071112e+00, 6.474000e-01, 6.373774e+00
912, 2.071110e+00, 6.474194e-01, 6.373774e+00
913, 2.071108e+00, 6.474387e-01, 6.373774e+00
914, 2.071106e+00, 6.474581e-01, 6.373774e+00
915, 2.071104e+00, 6.474776e-01, 6.373774e+00
916, 2.071102e+00, 6.474971e-01, 6.373774e+00
917, 2.071098e+00, 6.475166e-01, 6.373774e+00
918, 2.071096e+00, 6.475361e-01, 6.373774e+00
919, 2.071093e+00, 6.475557e-01, 6.373774e+00
920, 2.071091e+00, 6.475753e-01, 6.373774e+00
921, 2.071089e+00, 6.475949e-01, 6.373774e+00
922, 2.071087e+00, 6.476146e-01, 6.373774e+00
923, 2.071084e+00, 6.476343e-01, 6.373774e+00
924, 2.071083e+00, 6.476540e-01, 6.373774e+00
925, 2.071082e+00, 6.476738e-01, 6.373774e+00
926, 2.071082e+00, 6.476936e-01, 6.373774e+00
927, 2.071083e+00, 6.477134e-01, 6.373774e+00
928, 2.071087e+00, 6.477333e-01, 6.373774e+00
929, 2.071090e+00, 6.477531e-01, 6.373774e+00
930, 2.071084e+00, 6.477731e-01, 6.373774e+00
931, 2.071080e+00, 6.477930e-01, 6.373774e+00
932, 2.071078e+00, 6.478130e-01, 6.373774e+00
933, 2.071075e+00, 6.478330e-01, 6.373774e+00
934, 2.071073e+00, 6.478530e-01, 6.373774e+00
935, 2.071071e+00, 6.478731e-01, 6.373774e+00
936, 2.071069e+00, 6.478932e-01, 6.373774e+00
937, 2.071067e+00, 6.479133e-01, 6.373774e+00
938, 2.071065e+00, 6.479335e-01, 6.373774e+00
939, 2.071063e+00, 6.479536e-01, 6.373774e+00
940, 2.071061e+00, 6.479738e-01, 6.373774e+00
941, 2.071059e+00, 6.479941e-01, 6.373774e+00
942, 2.071057e+00, 6.480143e-01, 6.373774e+00
943, 2.071055e+00, 6.480346e-01, 6.373774e+00
944, 2.071053e+00, 6.480549e-01, 6.373774e+00
945, 2.071051e+00, 6.480753e-01, 6.373774e+00
946, 2.071049e+00, 6.480957e-01, 6.373774e+00
947, 2.071047e+00, 6.481161e-01, 6.373774e+00
948, 2.071044e+00, 6.481365e-01, 6.373774e+00
949, 2.071041e+00, 6.481569e-01, 6.373774e+00
950, 2.071037e+00, 6.481774e-01, 6.373774e+00
951, 2.071034e+00, 6.481979e-01, 6.373774e+00
952, 2.071030e+00, 6.482184e-01, 6.373774e+00
953, 2.071026e+00, 6.482390e-01, 6.373774e+00
954, 2.071022e+00, 6.482596e-01, 6.373774e+00
955, 2.071018e+00, 6.482802e-01, 6.373774e+00
956, 2.071015e+00, 6.483008e-01, 6.373774e+00
957, 2.071011e+00, 6.483215e-01, 6.373774e+00
958, 2.071008e+00, 6.483421e-01, 6.373774e+00
