delta_s_mm,delta_mm,Ps_N,P_N,max_damage,mean_damage,nElem_D_ge_0p005,nElem_D_ge_0p050,nElem_D_ge_0p950,nElem_D_ge_liveThreshold,newton_iterations,relative_residual,mean_h_oliver_mm,min_h_oliver_mm,max_h_oliver_mm,saved_png
0.000333333333333333,0.000555555555555556,146.07614301596,733.982015453593,0,0,0,0,0,0,3,4.68086680527335e-12,7.55860972715243,1.8975549691579,16.2954301897713,
0.000666666666666667,0.00111111111111111,292.15228603202,1467.96403090764,0,0,0,0,0,0,3,1.03181907462613e-11,7.55860972715244,1.8975549691579,16.2954301897711,
0.001,0.00166666666666667,438.228429048287,2201.9460463624,0,0,0,0,0,0,3,1.7125190154843e-11,7.55860972715245,1.89755496915789,16.2954301897705,
0.00133333333333333,0.00222222222222222,584.304572064775,2935.92806181809,0,0,0,0,0,0,3,2.50799381262823e-11,7.55860972715245,1.89755496915786,16.2954301897693,
0.00166666666666667,0.00277777777777778,730.380715081519,3669.91007727484,0,0,0,0,0,0,3,3.36273231482664e-11,7.55860972715247,1.89755496915783,16.2954301897684,
0.002,0.00333333333333333,876.456858098509,4403.89209273275,0,0,0,0,0,0,3,4.35260716358243e-11,7.55860972715247,1.8975549691578,16.2954301897672,
0.00233333333333333,0.00388888888888889,1022.52852708507,5137.84207779388,0.0131566711224136,6.9512712645499e-07,1,0,0,1,9,4.88137367824493e-05,7.55860887796388,1.89755492683884,16.2954571436922,
0.00266666666666667,0.00444444444444444,1168.39290026479,5868.98513774267,0.177204508003262,6.11329891439201e-05,10,9,0,10,22,4.68913898181711e-05,7.55861458905766,1.89751886397972,16.2978401840343,
0.003,0.005,1313.78821418252,6588.68842394546,0.378481489705913,0.000318498121392219,27,25,0,27,29,5.35381556661108e-05,7.55824272799619,1.89738520018928,16.3085296767079,
0.00333333333333333,0.00555555555555555,1459.03270384736,7300.30400931551,0.512264111229773,0.000614470718003904,30,30,0,30,27,3.60431432087083e-05,7.55785689858546,1.89723214169504,16.3215173736308,
0.00366666666666667,0.00611111111111111,1604.33886782596,8009.32990529024,0.599597965592322,0.00084660061019035,33,33,0,33,25,4.95419044241885e-05,7.55751088470679,1.89712221755397,16.3344261413784,
0.004,0.00666666666666666,1749.8587151347,8717.85756111624,0.666558139954411,0.00101171874517221,35,34,0,35,23,3.72915751838399e-05,7.55705675191326,1.89703400149273,16.3453669700021,
0.00433333333333333,0.00722222222222222,1895.36744166678,9425.11747389526,0.714332228732789,0.00114937289872538,37,36,0,37,22,3.06076636551467e-05,7.55661635084628,1.89696227162004,16.3549282782676,
0.00466666666666667,0.00777777777777777,2040.47100459045,10129.6717200843,0.753947736998363,0.00131862146638009,50,46,0,50,25,3.70153332376333e-05,7.55612181405308,1.89690948141111,16.36462034689,
0.005,0.00833333333333333,2184.76386431268,10829.4355559229,0.790992173912781,0.00154019572887421,58,55,0,58,26,4.68702823299694e-05,7.5555123193674,1.89686097148401,16.3754588793808,
0.00533333333333333,0.00888888888888889,2328.44547385712,11524.6024727256,0.81994455159466,0.00179358875400704,66,63,0,66,30,3.84144556342392e-05,7.55500383643655,1.89682083839112,16.3881040069213,
0.00566666666666667,0.00944444444444444,2471.38874387948,12211.9271242274,0.843022612275371,0.00213803690744968,85,82,0,85,37,4.57989165716377e-05,7.55445055881682,1.89676812091063,16.4018529449801,
0.006,0.01,2613.52012194037,12891.4961226725,0.862470091790307,0.00252768513400824,93,87,0,93,36,5.84624025421476e-05,7.55380734281099,1.89671819434838,16.4174336744376,
0.00633333333333333,0.0105555555555556,2754.57731412043,13560.674858274,0.879257413783882,0.00299474622908467,121,111,0,121,40,6.96112469356081e-05,7.55315575976929,1.89664977497223,16.4348236735841,
0.00666666666666667,0.0111111111111111,2894.21001263616,14215.213145654,0.893730195546976,0.00355108067430443,141,132,0,141,40,0.000682938479314998,7.55254948868313,1.89660809191396,16.4550681989418,
0.007,0.0116666666666667,3032.79256832472,14858.5492110176,0.906069318692197,0.00414525707105969,167,155,0,167,40,0.00292584079246794,7.55185030701577,1.8965909963732,16.4761441686326,
0.00733333333333333,0.0122222222222222,3169.76453114635,15487.7391149443,0.917384500083612,0.00484655360172967,202,188,0,202,40,0.00459558778344427,7.55090930072077,1.89658914603402,16.4988026871935,
0.00766666666666667,0.0127777777777778,3304.77553164721,16093.447915337,0.927167484559934,0.00580277543122428,244,227,0,244,40,0.00431468047941763,7.54999283042275,1.89665732271148,16.5259460541904,
0.008,0.0133333333333333,3437.08812077163,16670.4111359949,0.935512782042495,0.00696808806530003,278,269,0,278,40,0.0268631691661305,7.54902230656176,1.89679860896983,16.5571532597364,
0.00833333333333333,0.0138888888888889,3566.03589089382,17218.6902830329,0.942822499934964,0.00826633838557088,330,306,0,330,40,0.00979599246276663,7.54798527569955,1.8969964311288,16.5925165930915,
0.00866666666666667,0.0144444444444444,3690.72881580817,17729.2041413458,0.949197106967885,0.00986841082681675,390,369,0,390,40,0.288825505789211,7.54673441383302,1.89733415065041,16.6320801066464,
0.009,0.015,3808.47896379158,18177.2814932766,0.955025302973809,0.0121392186901433,461,435,10,461,40,0.0980930605958008,7.54532051464952,1.89805103490456,16.678681677929,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0027_damageMesh_omega_ge_9p5000em01.png
0.00933333333333333,0.0155555555555555,3917.32987207122,18547.9748895729,0.960192016353996,0.0148977316191217,533,507,26,533,40,0.263997122160661,7.54404429717089,1.89949616011495,16.7326384247813,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0028_damageMesh_omega_ge_9p5000em01.png
0.00966666666666667,0.0161111111111111,4013.78211868656,18820.4247308334,0.965084226196469,0.0182250770657634,615,572,31,615,40,1,7.54296651687936,1.90164297586644,16.7924260069032,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0029_damageMesh_omega_ge_9p5000em01.png
0.01,0.0166666666666667,4092.3791666607,18960.9295918462,0.969602802873541,0.022172567194568,731,691,33,731,40,1,7.54200361833638,1.904609953126,16.8584081537493,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0030_damageMesh_omega_ge_9p5000em01.png
0.0103333333333333,0.0172222222222222,4139.45729712196,18872.9821935098,0.973796836820229,0.0275863603791653,848,806,40,848,40,1,7.54047863913271,1.90757902889911,16.9336776249259,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0031_damageMesh_omega_ge_9p5000em01.png
0.0106666666666667,0.0177777777777778,4126.06505238031,18377.9229346063,0.977631774921225,0.0347364856185627,995,958,60,995,40,1,7.53832331783071,1.9080316698427,17.0228896157036,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0032_damageMesh_omega_ge_9p5000em01.png
0.011,0.0183333333333333,4059.61948345571,17496.6782043593,0.981199808902078,0.041275234863775,1100,1064,84,1100,40,1,7.53467070857157,1.90578230994277,17.1075277146054,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0033_damageMesh_omega_ge_9p5000em01.png
0.0113333333333333,0.0188888888888889,4017.10531360934,16769.1442316572,0.983794641351336,0.0448247343338211,1139,1103,127,1139,40,1,7.53217694250066,1.90374342224826,17.17235591955,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0034_damageMesh_omega_ge_9p5000em01.png
0.0116666666666667,0.0194444444444444,3991.88392830785,16193.2814525527,0.9857821524891,0.047027925114948,1175,1141,180,1175,40,1,7.53005137687946,1.90206083795472,17.2258330527859,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0035_damageMesh_omega_ge_9p5000em01.png
0.012,0.02,3968.46139240248,15632.1637460995,0.987615658743648,0.0489361502483476,1201,1167,261,1201,40,1,7.52801678907506,1.9001214601731,17.2590144997177,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0036_damageMesh_omega_ge_9p5000em01.png
0.0123333333333333,0.0205555555555556,3951.38130634262,15125.917626584,0.989169381612269,0.0504140567029767,1223,1187,367,1223,40,0.747762472345453,7.52600741975107,1.89831076550819,17.2766293425283,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0037_damageMesh_omega_ge_9p5000em01.png
0.0126666666666667,0.0211111111111111,3940.94153590002,14694.7895473785,0.990415994076199,0.051337764073381,1243,1204,448,1243,40,0.441060742318712,7.52394514657581,1.89691218969406,17.3000259180959,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0038_damageMesh_omega_ge_9p5000em01.png
0.013,0.0216666666666667,3932.88115082092,14291.8813595028,0.991447580041602,0.0521935431462127,1259,1222,514,1259,40,0.499513027963804,7.52225289972041,1.89567721034494,17.3166447842655,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0039_damageMesh_omega_ge_9p5000em01.png
0.0133333333333333,0.0222222222222222,3926.61158620451,13913.9039912641,0.992314779705107,0.0529679622534648,1280,1239,560,1280,40,0.380006338616403,7.52068619685849,1.89456737788442,17.3315114061429,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0040_damageMesh_omega_ge_9p5000em01.png
0.0136666666666667,0.0227777777777778,3921.95057558264,13554.4720980247,0.993055378499719,0.0537227450401348,1293,1256,598,1293,40,0.328912648915366,7.51938710441298,1.89365270093007,17.3404280019564,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0041_damageMesh_omega_ge_9p5000em01.png
0.014,0.0233333333333333,3918.99607698298,13213.1851591522,0.993693980366324,0.054405483028777,1302,1267,644,1302,40,0.20579516536133,7.51779969397289,1.89291022106972,17.3473078006834,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0042_damageMesh_omega_ge_9p5000em01.png
0.0143333333333333,0.0238888888888889,3917.80588491353,12889.9637850691,0.994247990709042,0.0549869049064913,1310,1273,674,1310,40,0.186824920433896,7.51634228793504,1.89228097430314,17.3549131324139,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0043_damageMesh_omega_ge_9p5000em01.png
0.0146666666666667,0.0244444444444445,3918.0872350803,12584.4442103606,0.994732871012498,0.0554395550921363,1318,1276,689,1318,40,0.112735138406528,7.51472912120172,1.89178547354702,17.3668468047544,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0044_damageMesh_omega_ge_9p5000em01.png
0.015,0.025,3919.69227350149,12291.5898618077,0.995160084403051,0.0559035437300891,1328,1288,703,1328,40,0.187460519368164,7.51322763695282,1.89142911539328,17.3758836793432,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0045_damageMesh_omega_ge_9p5000em01.png
0.0153333333333333,0.0255555555555556,3922.54950138366,12010.9017709505,0.995539234086603,0.0563417926884379,1334,1293,727,1334,40,0.134345925516863,7.5114791123849,1.89122229016273,17.383009766165,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0046_damageMesh_omega_ge_9p5000em01.png
0.0156666666666667,0.0261111111111111,3926.6632473387,11741.944214136,0.995877510979441,0.056766299596731,1343,1303,743,1343,40,0.374603506148766,7.50988256211012,1.89116163570873,17.3895264459751,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0047_damageMesh_omega_ge_9p5000em01.png
0.016,0.0266666666666666,3932.11583484344,11483.269939937,0.996180741590555,0.0571820590748925,1351,1308,757,1351,40,0.770971892963209,7.50749225362068,1.8912401907286,17.3935285040318,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0048_damageMesh_omega_ge_9p5000em01.png
0.0163333333333333,0.0272222222222222,3938.82848635324,11234.9857240473,0.996453567398329,0.057553242835342,1354,1315,768,1354,40,0.443282586386727,7.50509543845343,1.89145715093101,17.3983451215735,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0049_damageMesh_omega_ge_9p5000em01.png
0.0166666666666667,0.0277777777777778,3946.64588532888,10996.2673922,0.996700167303114,0.057888631075531,1361,1321,782,1361,40,0.311278060551856,7.50332758038557,1.89180706924534,17.403882962215,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0050_damageMesh_omega_ge_9p5000em01.png
0.017,0.0283333333333333,3955.52792914845,10765.826173171,0.99692376549242,0.0582090780823739,1367,1326,788,1367,40,0.30740363374848,7.50141045476599,1.89228734864977,17.4081852805116,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0051_damageMesh_omega_ge_9p5000em01.png
0.0173333333333333,0.0288888888888889,3965.51296429556,10543.6759847966,0.997127116558089,0.0584975375099279,1368,1331,792,1368,40,0.273552750215917,7.50036150758216,1.89290402817415,17.412423279459,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0052_damageMesh_omega_ge_9p5000em01.png
0.0176666666666667,0.0294444444444445,3976.60403004822,10329.9192715616,0.997312661970184,0.0587472991620706,1373,1332,795,1373,40,0.246065102282012,7.49873115798969,1.89365718292798,17.4192015876098,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0053_damageMesh_omega_ge_9p5000em01.png
0.018,0.03,3988.7798101306,10122.8246957546,0.997482440091832,0.0590144295032746,1383,1342,806,1383,40,0.216620944444866,7.4971552648161,1.89452640091278,17.4239005969802,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0054_damageMesh_omega_ge_9p5000em01.png
0.0183333333333333,0.0305555555555556,4001.91685644281,9921.99861460638,0.997638166665822,0.0592812228616188,1388,1343,811,1388,40,0.195680528242535,7.49550717274585,1.89551021645213,17.4259289626355,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0055_damageMesh_omega_ge_9p5000em01.png
0.0186666666666667,0.0311111111111111,4015.91288159339,9727.48929177026,0.997781417458938,0.0595341595067233,1392,1346,814,1392,40,0.175229370048912,7.4935339182761,1.89658551427234,17.4266942936241,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0056_damageMesh_omega_ge_9p5000em01.png
0.019,0.0316666666666666,4030.85559944328,9539.64737507224,0.997913424115776,0.0597716916674878,1401,1354,819,1401,40,0.139292146287371,7.49126403323332,1.89777577521627,17.4287446652408,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0057_damageMesh_omega_ge_9p5000em01.png
0.0193333333333333,0.0322222222222222,4046.70918799814,9357.52215774968,0.998035315808569,0.0600186977250266,1406,1362,824,1406,40,0.118646539601067,7.48849614408736,1.8990712512674,17.4301304973259,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0058_damageMesh_omega_ge_9p5000em01.png
0.0196666666666667,0.0327777777777778,4063.38582234165,9179.00881556034,0.998147968582978,0.060354774156138,1417,1371,827,1417,40,1,7.48672059573297,1.90047195673231,17.4262573018042,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0059_damageMesh_omega_ge_9p5000em01.png
0.02,0.0333333333333333,4080.8594808591,9004.27260231171,0.998252425020422,0.0606582753559562,1422,1377,827,1422,40,0.273813968613609,7.48356680393105,1.90193369897677,17.4169109972698,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0060_damageMesh_omega_ge_9p5000em01.png
0.0203333333333333,0.0338888888888889,4099.14903061239,8836.1245583768,0.9983494931346,0.0609103017288819,1425,1384,832,1425,40,0.157898499243039,7.48186911532665,1.90347065857865,17.4110342182807,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0061_damageMesh_omega_ge_9p5000em01.png
0.0206666666666667,0.0344444444444445,4118.21253812134,8673.37329467869,0.998439803546974,0.0611349442908851,1429,1387,836,1429,40,0.0956125522731952,7.48172554484139,1.90508587686231,17.4068263628251,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0062_damageMesh_omega_ge_9p5000em01.png
0.021,0.035,4138.04654678979,8515.45797204163,0.998523927690408,0.0613432779639004,1433,1392,843,1433,40,0.0651321119818107,7.48030885808713,1.90678396429359,17.4034868190955,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0063_damageMesh_omega_ge_9p5000em01.png
0.0213333333333333,0.0355555555555556,4158.5492195986,8362.56161549105,0.998602414272288,0.0615294763788914,1435,1393,858,1435,40,0.044365635020835,7.47850030478419,1.90856571775148,17.4020215607028,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0064_damageMesh_omega_ge_9p5000em01.png
0.0216666666666667,0.0361111111111111,4179.72791887267,8214.24954164286,0.998675736646415,0.061703091833158,1438,1395,861,1438,40,0.120433617936726,7.47738709558923,1.91041872163033,17.4019577988332,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0065_damageMesh_omega_ge_9p5000em01.png
0.022,0.0366666666666666,4201.6846721679,8069.27827340934,0.998744331446366,0.06190093004476,1442,1400,861,1442,40,0.1657117170315,7.47714961012366,1.91224363737682,17.731269858212,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0066_damageMesh_omega_ge_9p5000em01.png
0.0223333333333333,0.0372222222222222,4224.36688582594,7928.02760404168,0.998808552281992,0.0620888173075057,1447,1402,865,1447,40,0.163044105369913,7.47645123911746,1.91410242956825,17.3982253203275,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0067_damageMesh_omega_ge_9p5000em01.png
0.0226666666666667,0.0377777777777778,4247.82084817376,7789.44647113839,0.998868739789452,0.062282806682381,1449,1408,868,1449,40,0.198898877628096,7.47515879482397,1.91592009164522,17.3930060526187,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0068_damageMesh_omega_ge_9p5000em01.png
0.023,0.0383333333333333,4271.87532901504,7654.61584637815,0.998925229719448,0.062454147293141,1449,1409,877,1449,40,0.167370224621628,7.4750725934276,1.91774381007956,17.3882293946461,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0069_damageMesh_omega_ge_9p5000em01.png
0.0233333333333333,0.0388888888888889,4296.46882223207,7523.91005145659,0.998978293346831,0.0625988922579225,1452,1410,885,1452,40,0.129313495524428,7.4755889435044,1.91964287746703,17.3853622822746,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0070_damageMesh_omega_ge_9p5000em01.png
0.0236666666666667,0.0394444444444444,4321.71983567129,7396.35675164392,0.999028172641234,0.0627447827621438,1458,1413,890,1458,40,0.132167906652828,7.47421119741372,1.92157150673626,17.3816379178424,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0071_damageMesh_omega_ge_9p5000em01.png
0.024,0.04,4347.51638859516,7272.18481032038,0.999075115121477,0.0628823595943341,1459,1416,892,1459,40,0.122513870892952,7.47335353079175,1.92353091153355,17.3780830369205,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0072_damageMesh_omega_ge_9p5000em01.png
0.0243333333333333,0.0405555555555555,4373.82138750973,7151.48642730652,0.999119335479487,0.0630081277851664,1464,1416,896,1464,40,0.105679140765019,7.47280461724136,1.92554732829438,17.3759308972837,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0073_damageMesh_omega_ge_9p5000em01.png
0.0246666666666667,0.0411111111111111,4400.72551489808,7033.43099468299,0.99916100571383,0.0631444162658405,1470,1422,898,1470,40,0.0856579709824921,7.47168031603205,1.92760041635016,17.3724586907218,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0074_damageMesh_omega_ge_9p5000em01.png
0.025,0.0416666666666667,4428.18087029833,6917.95527132257,0.999200311641334,0.0632834416944122,1472,1426,899,1472,40,0.0704947973773944,7.47261926916617,1.9296617930974,17.3673470615113,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0075_damageMesh_omega_ge_9p5000em01.png
0.0253333333333333,0.0422222222222222,4456.14029704952,6805.03100268659,0.999237412893751,0.0634294549474516,1477,1430,903,1477,40,0.0993432659958042,7.4726512861521,1.93175931605373,17.3614176854848,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0076_damageMesh_omega_ge_9p5000em01.png
0.0256666666666667,0.0427777777777778,4484.58350533939,6694.85886316501,0.999272470061315,0.0635661961210216,1480,1433,905,1480,40,0.0730654889244029,7.47288094781454,1.93388565872939,17.3553435295538,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0077_damageMesh_omega_ge_9p5000em01.png
0.026,0.0433333333333334,4513.47381282427,6587.61751000312,0.999305632000861,0.063692443957855,1482,1437,906,1482,40,0.0502591346446692,7.47294130894489,1.93604017971541,17.3507668287196,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0078_damageMesh_omega_ge_9p5000em01.png
0.0263333333333333,0.0438888888888889,4542.79592882251,6483.11051070796,0.999337020921099,0.0638120947829507,1484,1440,911,1484,40,0.0377218847835366,7.47205586906218,1.9382160821177,17.3475323990995,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0079_damageMesh_omega_ge_9p5000em01.png
0.0266666666666667,0.0444444444444444,4572.61310530223,6380.96252011375,0.999366746480301,0.0639322209100172,1488,1445,913,1488,40,0.0420657940609175,7.471860013209,1.94037413439875,17.3443986563892,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0080_damageMesh_omega_ge_9p5000em01.png
0.027,0.045,4603.00649937518,6280.78636685112,0.999394911583451,0.0640595728151772,1493,1451,920,1493,40,0.0849862439573208,7.47114338530648,1.94246512244624,17.3400777838855,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0081_damageMesh_omega_ge_9p5000em01.png
0.0273333333333333,0.0455555555555556,4633.83829981272,6182.69311300408,0.999421614669307,0.0641875474047654,1496,1456,922,1496,40,0.076230901092039,7.46983662826606,1.94451515922121,17.3349771408152,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0082_damageMesh_omega_ge_9p5000em01.png
0.0276666666666667,0.0461111111111111,4665.09411784048,6086.61736672606,0.999446944853685,0.0643148658198534,1497,1457,926,1497,40,0.0662283650498203,7.47007197939116,1.94652894117578,17.3288938221452,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0083_damageMesh_omega_ge_9p5000em01.png
0.028,0.0466666666666667,4696.78173109572,5992.7980051118,0.999470985244349,0.0644359894163429,1500,1459,927,1500,40,0.0933419118580279,7.47061065575568,1.94856634093233,17.3234799930263,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0084_damageMesh_omega_ge_9p5000em01.png
0.0283333333333333,0.0472222222222223,4728.95368975458,5900.92345261688,0.99949381008389,0.0645569157168648,1502,1461,930,1502,40,0.0750281722725621,7.47088591267927,1.9505917849086,17.3173910850691,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0085_damageMesh_omega_ge_9p5000em01.png
0.0286666666666667,0.0477777777777778,4761.45323762009,5811.21482973839,0.999515502259058,0.0646728486598872,1508,1462,931,1508,40,0.0560975823923577,7.4713558854121,1.95262110877653,17.3123638440294,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0086_damageMesh_omega_ge_9p5000em01.png
0.029,0.0483333333333333,4794.26616139529,5723.62665056241,0.999536127374297,0.0647805058318814,1511,1464,932,1511,40,0.0401986989127536,7.4720141861831,1.95467465853311,17.3085119167173,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0087_damageMesh_omega_ge_9p5000em01.png
0.0293333333333333,0.0488888888888889,4827.36954361155,5638.12063556881,0.999555746626403,0.0648790578757522,1512,1464,937,1512,40,0.0293663618093909,7.47327926796497,1.9567582214237,17.3058466056771,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0088_damageMesh_omega_ge_9p5000em01.png
0.0296666666666667,0.0494444444444444,4860.75658602997,5554.57320807812,0.999574417174884,0.0649754225378957,1517,1466,941,1517,40,0.0426866005352444,7.47415183402589,1.95886696718972,17.3041637515525,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0089_damageMesh_omega_ge_9p5000em01.png
0.03,0.05,4894.57635475854,5472.54296666568,0.999592189003388,0.0650793916037116,1520,1470,942,1520,40,0.0442388415747459,7.47408839167789,1.9609397622233,17.3017357940435,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0090_damageMesh_omega_ge_9p5000em01.png
0.0303333333333333,0.0505555555555555,4928.69975238993,5392.30844704033,0.999609116061418,0.0651774796504007,1523,1475,942,1523,40,0.0353460720445327,7.47519106115258,1.96302112089309,17.2999320737562,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0091_damageMesh_omega_ge_9p5000em01.png
0.0306666666666667,0.0511111111111111,4963.15490327005,5313.7973758052,0.999625244949602,0.0652719736215369,1526,1478,946,1526,40,0.0272790463094879,7.475747866032,1.96512278962246,17.2988239525232,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0092_damageMesh_omega_ge_9p5000em01.png
0.031,0.0516666666666667,4997.90598377314,5236.95070670506,0.999640619799554,0.0653620330009311,1529,1481,949,1529,40,0.0223641223853868,7.47692393197272,1.96724506509742,17.2985723862561,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0093_damageMesh_omega_ge_9p5000em01.png
0.0313333333333333,0.0522222222222222,5032.96139264623,5161.59431912374,0.999655281540266,0.0654557234104097,1533,1484,954,1533,40,0.0211113522001227,7.47796157534476,1.9693413340774,17.2985489167403,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0094_damageMesh_omega_ge_9p5000em01.png
0.0316666666666667,0.0527777777777778,5068.28095787329,5087.78749066581,0.999669268180212,0.0655489471241268,1535,1488,955,1535,40,0.0171471249664599,7.47782048248936,1.97145303527486,17.2990673613385,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0095_damageMesh_omega_ge_9p5000em01.png
0.032,0.0533333333333333,5103.82896246569,5015.52717417181,0.999682615758747,0.0656405832528599,1536,1492,956,1536,40,0.0134614748889987,7.47788913074559,1.97358493253328,17.300195972228,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0096_damageMesh_omega_ge_9p5000em01.png
0.0323333333333333,0.0538888888888889,5139.5929319573,4944.72826356148,0.999695357924008,0.0657286192128333,1537,1493,959,1537,40,0.0131677861416239,7.47825703660453,1.97571991985147,17.3017877868543,out_NR_vectorized_LIVE_damage_mesh\increment_damaged_geometry_png\Job-1_inc_0097_damageMesh_omega_ge_9p5000em01.png
